file,label,result,total_moves,termination,total_time_white,total_time_black,avg_time_white,avg_time_black
metrics_mcts_trad_book_on_g7_orig.jsonl,mcts_trad_book_on,1/2-1/2,60,draw_3fold_claim,300.8706,301.2822,10.029,10.0427
metrics_mcts_trad_book_on_g8_orig.jsonl,mcts_trad_book_on,1/2-1/2,34,draw_3fold_claim,180.8818,181.3507,10.6401,10.6677
metrics_mcts_trad_book_on_g9_orig.jsonl,mcts_trad_book_on,1/2-1/2,145,draw_3fold_claim,1167.8229,1149.9127,15.9976,15.971
metrics_minimax_trad_d4_book_off_g10_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.7649,37.1037,0.4794,0.6184
metrics_minimax_trad_d4_book_off_g11_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.5834,36.9733,0.4764,0.6162
metrics_minimax_trad_d4_book_off_g12_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8112,37.2322,0.4802,0.6205
metrics_minimax_trad_d4_book_off_g13_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.7519,37.1578,0.4792,0.6193
metrics_minimax_trad_d4_book_off_g14_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8158,37.2114,0.4803,0.6202
metrics_minimax_trad_d4_book_off_g15_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8227,37.2284,0.4804,0.6205
metrics_minimax_trad_d4_book_off_g16_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8032,37.3031,0.4801,0.6217
metrics_minimax_trad_d4_book_off_g17_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.9472,37.4436,0.4825,0.6241
metrics_minimax_trad_d4_book_off_g18_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.886,37.3445,0.4814,0.6224
metrics_minimax_trad_d4_book_off_g19_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8466,37.2409,0.4808,0.6207
metrics_minimax_trad_d4_book_off_g1_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,29.1769,37.7528,0.4863,0.6292
metrics_minimax_trad_d4_book_off_g20_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.9752,37.4608,0.4829,0.6243
metrics_minimax_trad_d4_book_off_g21_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8649,37.3606,0.4811,0.6227
metrics_minimax_trad_d4_book_off_g22_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.7549,37.221,0.4792,0.6204
metrics_minimax_trad_d4_book_off_g23_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.7902,37.2219,0.4798,0.6204
metrics_minimax_trad_d4_book_off_g24_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8903,37.3574,0.4815,0.6226
metrics_minimax_trad_d4_book_off_g25_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.6554,37.0092,0.4776,0.6168
metrics_minimax_trad_d4_book_off_g26_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8145,37.1866,0.4802,0.6198
metrics_minimax_trad_d4_book_off_g27_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.6686,37.0464,0.4778,0.6174
metrics_minimax_trad_d4_book_off_g28_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.7032,37.053,0.4784,0.6176
metrics_minimax_trad_d4_book_off_g29_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8794,37.3308,0.4813,0.6222
metrics_minimax_trad_d4_book_off_g2_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,29.1837,37.6369,0.4864,0.6273
metrics_minimax_trad_d4_book_off_g30_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.877,37.3732,0.4813,0.6229
metrics_minimax_trad_d4_book_off_g31_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8929,37.3584,0.4815,0.6226
metrics_minimax_trad_d4_book_off_g32_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8882,37.3582,0.4815,0.6226
metrics_minimax_trad_d4_book_off_g33_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8485,37.2508,0.4808,0.6208
metrics_minimax_trad_d4_book_off_g34_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.7829,37.2229,0.4797,0.6204
metrics_minimax_trad_d4_book_off_g35_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.9971,37.4999,0.4833,0.625
metrics_minimax_trad_d4_book_off_g36_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8416,37.3473,0.4807,0.6225
metrics_minimax_trad_d4_book_off_g37_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.7688,37.2074,0.4795,0.6201
metrics_minimax_trad_d4_book_off_g38_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.9485,37.4286,0.4825,0.6238
metrics_minimax_trad_d4_book_off_g39_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.9715,37.4442,0.4829,0.6241
metrics_minimax_trad_d4_book_off_g3_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8454,37.2672,0.4808,0.6211
metrics_minimax_trad_d4_book_off_g40_swap.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,29.0369,37.4865,0.4839,0.6248
metrics_minimax_trad_d4_book_off_g4_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.9063,37.3844,0.4818,0.6231
metrics_minimax_trad_d4_book_off_g5_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.8065,37.2094,0.4801,0.6202
metrics_minimax_trad_d4_book_off_g6_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.9089,37.8333,0.4818,0.6306
metrics_minimax_trad_d4_book_off_g7_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,59.9001,75.026,0.9983,1.2504
metrics_minimax_trad_d4_book_off_g8_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,29.2568,37.8222,0.4876,0.6304
metrics_minimax_trad_d4_book_off_g9_orig.jsonl,minimax_trad_d4_book_off,0-1,120,checkmate,28.7882,37.0927,0.4798,0.6182
metrics_minimax_trad_d4_book_on_g10_orig.jsonl,minimax_trad_d4_book_on,1/2-1/2,131,draw_3fold_claim,22.8059,24.5662,0.3455,0.3779
metrics_minimax_trad_d4_book_on_g11_orig.jsonl,minimax_trad_d4_book_on,1-0,89,checkmate,19.027,11.6977,0.4228,0.2659
metrics_minimax_trad_d4_book_on_g12_orig.jsonl,minimax_trad_d4_book_on,1/2-1/2,63,draw_3fold_claim,15.2344,11.3228,0.4761,0.3653
metrics_minimax_trad_d4_book_on_g13_orig.jsonl,minimax_trad_d4_book_on,1/2-1/2,130,draw_3fold_claim,33.1029,33.4076,0.5093,0.514
metrics_minimax_trad_d4_book_on_g14_orig.jsonl,minimax_trad_d4_book_on,0-1,96,checkmate,28.4019,24.301,0.5917,0.5063
metrics_minimax_trad_d4_book_on_g15_orig.jsonl,minimax_trad_d4_book_on,1/2-1/2,105,draw_3fold_claim,19.9439,21.2515,0.3763,0.4087
metrics_minimax_trad_d4_book_on_g16_orig.jsonl,minimax_trad_d4_book_on,0-1,126,checkmate,30.0734,31.0956,0.4774,0.4936
metrics_minimax_trad_d4_book_on_g17_orig.jsonl,minimax_trad_d4_book_on,1-0,131,checkmate,23.3028,19.0749,0.3531,0.2935
metrics_minimax_trad_d4_book_on_g18_orig.jsonl,minimax_trad_d4_book_on,1/2-1/2,106,draw_3fold_claim,17.6768,20.5217,0.3335,0.3872
metrics_minimax_trad_d4_book_on_g19_orig.jsonl,minimax_trad_d4_book_on,1/2-1/2,89,draw_3fold_claim,14.4906,15.012,0.322,0.3412
metrics_minimax_trad_d4_book_on_g1_orig.jsonl,minimax_trad_d4_book_on,0-1,160,checkmate,38.6584,73.4601,0.4832,0.9183
metrics_minimax_trad_d4_book_on_g20_orig.jsonl,minimax_trad_d4_book_on,0-1,100,checkmate,19.3606,24.1289,0.3872,0.4826
metrics_minimax_trad_d4_book_on_g21_swap.jsonl,minimax_trad_d4_book_on,1-0,113,checkmate,52.5043,31.271,0.9211,0.5584
metrics_minimax_trad_d4_book_on_g22_swap.jsonl,minimax_trad_d4_book_on,1/2-1/2,148,draw_3fold_claim,36.725,43.0872,0.4963,0.5823
metrics_minimax_trad_d4_book_on_g23_swap.jsonl,minimax_trad_d4_book_on,1/2-1/2,120,draw_3fold_claim,29.4951,25.7928,0.4916,0.4299
metrics_minimax_trad_d4_book_on_g24_swap.jsonl,minimax_trad_d4_book_on,1-0,97,checkmate,41.5135,27.4702,0.8472,0.5723
metrics_minimax_trad_d4_book_on_g25_swap.jsonl,minimax_trad_d4_book_on,1/2-1/2,78,draw_3fold_claim,14.6923,21.8665,0.3767,0.5607
metrics_minimax_trad_d4_book_on_g26_swap.jsonl,minimax_trad_d4_book_on,1-0,65,checkmate,47.9139,25.5637,1.4519,0.7989
metrics_minimax_trad_d4_book_on_g27_swap.jsonl,minimax_trad_d4_book_on,0-1,138,checkmate,41.9707,46.0221,0.6083,0.667
metrics_minimax_trad_d4_book_on_g28_swap.jsonl,minimax_trad_d4_book_on,0-1,46,checkmate,17.1149,16.857,0.7441,0.7329
metrics_minimax_trad_d4_book_on_g29_swap.jsonl,minimax_trad_d4_book_on,1/2-1/2,75,draw_3fold_claim,16.2259,23.483,0.427,0.6347
metrics_minimax_trad_d4_book_on_g2_orig.jsonl,minimax_trad_d4_book_on,1-0,135,checkmate,34.7913,23.0944,0.5116,0.3447
metrics_minimax_trad_d4_book_on_g30_swap.jsonl,minimax_trad_d4_book_on,1-0,125,checkmate,54.4991,37.4553,0.8651,0.6041
metrics_minimax_trad_d4_book_on_g31_swap.jsonl,minimax_trad_d4_book_on,1/2-1/2,80,draw_3fold_claim,23.8436,27.0401,0.5961,0.676
metrics_minimax_trad_d4_book_on_g32_swap.jsonl,minimax_trad_d4_book_on,1/2-1/2,64,draw_3fold_claim,11.2389,12.9522,0.3512,0.4048
metrics_minimax_trad_d4_book_on_g33_swap.jsonl,minimax_trad_d4_book_on,0-1,116,checkmate,24.6936,34.1532,0.4258,0.5888
metrics_minimax_trad_d4_book_on_g34_swap.jsonl,minimax_trad_d4_book_on,1/2-1/2,93,draw_3fold_claim,26.9844,23.843,0.5741,0.5183
metrics_minimax_trad_d4_book_on_g35_swap.jsonl,minimax_trad_d4_book_on,0-1,130,checkmate,36.1127,74.5457,0.5556,1.1469
metrics_minimax_trad_d4_book_on_g36_swap.jsonl,minimax_trad_d4_book_on,1/2-1/2,81,draw_3fold_claim,12.2004,11.6249,0.2976,0.2906
metrics_minimax_trad_d4_book_on_g37_swap.jsonl,minimax_trad_d4_book_on,1/2-1/2,76,draw_3fold_claim,11.0449,16.6499,0.2907,0.4382
metrics_minimax_trad_d4_book_on_g38_swap.jsonl,minimax_trad_d4_book_on,1-0,125,checkmate,54.6996,37.5893,0.8682,0.6063
metrics_minimax_trad_d4_book_on_g39_swap.jsonl,minimax_trad_d4_book_on,1/2-1/2,94,draw_3fold_claim,14.4113,15.1302,0.3066,0.3219
metrics_minimax_trad_d4_book_on_g3_orig.jsonl,minimax_trad_d4_book_on,0-1,142,checkmate,48.9126,56.7694,0.6889,0.7996
metrics_minimax_trad_d4_book_on_g40_swap.jsonl,minimax_trad_d4_book_on,1/2-1/2,84,draw_3fold_claim,19.3094,24.0677,0.4597,0.573
metrics_minimax_trad_d4_book_on_g4_orig.jsonl,minimax_trad_d4_book_on,1/2-1/2,88,draw_3fold_claim,54.488,41.7385,1.2384,0.9486
metrics_minimax_trad_d4_book_on_g5_orig.jsonl,minimax_trad_d4_book_on,0-1,84,checkmate,65.1713,71.4947,1.5517,1.7023
metrics_minimax_trad_d4_book_on_g6_orig.jsonl,minimax_trad_d4_book_on,1/2-1/2,145,draw_3fold_claim,52.2686,46.5097,0.716,0.646
metrics_minimax_trad_d4_book_on_g7_orig.jsonl,minimax_trad_d4_book_on,1/2-1/2,105,draw_3fold_claim,25.3556,29.3296,0.4784,0.564
metrics_minimax_trad_d4_book_on_g8_orig.jsonl,minimax_trad_d4_book_on,1-0,137,checkmate,37.2648,28.1756,0.5401,0.4143
metrics_minimax_trad_d4_book_on_g9_orig.jsonl,minimax_trad_d4_book_on,1-0,77,checkmate,22.631,16.6516,0.5803,0.4382
