file,label,result,total_moves,termination,total_time_white,total_time_black,avg_time_white,avg_time_black
metrics_minimax_trad_d3_vs_minimax_trad_d4_g14_orig.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,38,checkmate,13.1774,72.1217,0.6935,3.7959
metrics_minimax_trad_d3_vs_minimax_trad_d4_g15_orig.jsonl,minimax_trad_d3_vs_minimax_trad_d4,1/2-1/2,131,draw_3fold_claim,13.8373,55.3276,0.2097,0.8512
metrics_minimax_trad_d3_vs_minimax_trad_d4_g16_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,58,checkmate,13.9483,77.213,0.481,2.6625
metrics_minimax_trad_d3_vs_minimax_trad_d4_g17_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,1/2-1/2,127,draw_3fold_claim,12.4417,45.7998,0.1944,0.727
metrics_minimax_trad_d3_vs_minimax_trad_d4_g18_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,1/2-1/2,114,draw_3fold_claim,9.0157,36.4589,0.1582,0.6396
metrics_minimax_trad_d3_vs_minimax_trad_d4_g19_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,86,checkmate,7.2747,34.871,0.1692,0.811
metrics_minimax_trad_d3_vs_minimax_trad_d4_g1_orig.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,56,checkmate,6.6883,38.047,0.2389,1.3588
metrics_minimax_trad_d3_vs_minimax_trad_d4_g20_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,74,checkmate,7.5926,29.5454,0.2052,0.7985
metrics_minimax_trad_d3_vs_minimax_trad_d4_g21_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,66,checkmate,7.5544,34.2103,0.2289,1.0367
metrics_minimax_trad_d3_vs_minimax_trad_d4_g22_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,1-0,131,checkmate,12.1932,30.1342,0.1847,0.4636
metrics_minimax_trad_d3_vs_minimax_trad_d4_g23_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,1/2-1/2,112,draw_3fold_claim,8.2905,34.9676,0.148,0.6244
metrics_minimax_trad_d3_vs_minimax_trad_d4_g24_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,60,checkmate,6.2818,35.3828,0.2094,1.1794
metrics_minimax_trad_d3_vs_minimax_trad_d4_g25_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,86,checkmate,8.1671,44.7058,0.1899,1.0397
metrics_minimax_trad_d3_vs_minimax_trad_d4_g26_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,56,checkmate,6.7844,38.8827,0.2423,1.3887
metrics_minimax_trad_d3_vs_minimax_trad_d4_g27_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,1-0,121,checkmate,9.4507,30.1232,0.1549,0.5021
metrics_minimax_trad_d3_vs_minimax_trad_d4_g28_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,1/2-1/2,120,draw_3fold_claim,11.565,38.9791,0.1927,0.6497
metrics_minimax_trad_d3_vs_minimax_trad_d4_g29_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,104,checkmate,7.0129,34.9123,0.1349,0.6714
metrics_minimax_trad_d3_vs_minimax_trad_d4_g2_orig.jsonl,minimax_trad_d3_vs_minimax_trad_d4,1-0,121,checkmate,9.1146,29.1239,0.1494,0.4854
metrics_minimax_trad_d3_vs_minimax_trad_d4_g30_swap.jsonl,minimax_trad_d3_vs_minimax_trad_d4,1/2-1/2,150,draw_3fold_claim,10.7506,36.7197,0.1433,0.4896
metrics_minimax_trad_d3_vs_minimax_trad_d4_g3_orig.jsonl,minimax_trad_d3_vs_minimax_trad_d4,1/2-1/2,120,draw_3fold_claim,11.4721,38.6275,0.1912,0.6438
metrics_minimax_trad_d3_vs_minimax_trad_d4_g4_orig.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,104,checkmate,6.9742,34.7859,0.1341,0.669
metrics_minimax_trad_d3_vs_minimax_trad_d4_g5_orig.jsonl,minimax_trad_d3_vs_minimax_trad_d4,1/2-1/2,150,draw_3fold_claim,10.9976,37.741,0.1466,0.5032
metrics_minimax_trad_d3_vs_minimax_trad_d4_g6_orig.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,52,checkmate,15.3525,47.0312,0.5905,1.8089
metrics_minimax_trad_d3_vs_minimax_trad_d4_g7_orig.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,82,checkmate,5.5628,26.0359,0.1357,0.635
metrics_minimax_trad_d3_vs_minimax_trad_d4_g8_orig.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,110,checkmate,11.7586,46.0427,0.2138,0.8371
metrics_minimax_trad_d3_vs_minimax_trad_d4_g9_orig.jsonl,minimax_trad_d3_vs_minimax_trad_d4,0-1,68,checkmate,9.8034,40.1476,0.2883,1.1808
metrics_minimax_trad_d4_vs_minimax_trad_d4_g10_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,82,draw_3fold_claim,22.2663,28.2421,0.5431,0.6888
metrics_minimax_trad_d4_vs_minimax_trad_d4_g11_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,0-1,104,checkmate,21.7875,27.3143,0.419,0.5253
metrics_minimax_trad_d4_vs_minimax_trad_d4_g12_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,126,draw_3fold_claim,35.9385,30.9475,0.5705,0.4912
metrics_minimax_trad_d4_vs_minimax_trad_d4_g13_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,106,draw_3fold_claim,39.6375,33.0198,0.7479,0.623
metrics_minimax_trad_d4_vs_minimax_trad_d4_g14_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,71,draw_3fold_claim,30.6487,29.7976,0.8514,0.8514
metrics_minimax_trad_d4_vs_minimax_trad_d4_g15_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,0-1,124,checkmate,21.9609,28.0663,0.3542,0.4527
metrics_minimax_trad_d4_vs_minimax_trad_d4_g16_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1-0,135,checkmate,39.449,33.4484,0.5801,0.4992
metrics_minimax_trad_d4_vs_minimax_trad_d4_g17_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1-0,41,checkmate,23.2365,19.3467,1.1065,0.9673
metrics_minimax_trad_d4_vs_minimax_trad_d4_g18_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1-0,95,checkmate,32.2144,36.1475,0.6711,0.7691
metrics_minimax_trad_d4_vs_minimax_trad_d4_g19_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,0-1,98,checkmate,30.7108,36.2007,0.6268,0.7388
metrics_minimax_trad_d4_vs_minimax_trad_d4_g1_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,60,draw_3fold_claim,28.7692,28.2059,0.959,0.9402
metrics_minimax_trad_d4_vs_minimax_trad_d4_g20_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,0-1,52,checkmate,32.871,51.3321,1.2643,1.9743
metrics_minimax_trad_d4_vs_minimax_trad_d4_g21_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,0-1,48,checkmate,23.0588,33.0962,0.9608,1.379
metrics_minimax_trad_d4_vs_minimax_trad_d4_g22_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,56,draw_3fold_claim,18.8121,18.987,0.6719,0.6781
metrics_minimax_trad_d4_vs_minimax_trad_d4_g23_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1-0,119,checkmate,45.5517,40.1882,0.7592,0.6812
metrics_minimax_trad_d4_vs_minimax_trad_d4_g24_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,92,draw_3fold_claim,22.1509,20.334,0.4815,0.442
metrics_minimax_trad_d4_vs_minimax_trad_d4_g25_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,88,draw_3fold_claim,25.0314,23.0691,0.5689,0.5243
metrics_minimax_trad_d4_vs_minimax_trad_d4_g26_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,60,draw_3fold_claim,29.2424,28.6856,0.9747,0.9562
metrics_minimax_trad_d4_vs_minimax_trad_d4_g27_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,113,draw_3fold_claim,26.861,29.7713,0.4712,0.5316
metrics_minimax_trad_d4_vs_minimax_trad_d4_g28_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,0-1,102,checkmate,20.2314,23.4561,0.3967,0.4599
metrics_minimax_trad_d4_vs_minimax_trad_d4_g29_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,0-1,116,checkmate,24.2808,39.026,0.4186,0.6729
metrics_minimax_trad_d4_vs_minimax_trad_d4_g2_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,113,draw_3fold_claim,26.7957,29.6193,0.4701,0.5289
metrics_minimax_trad_d4_vs_minimax_trad_d4_g30_swap.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,66,draw_3fold_claim,20.2423,22.9331,0.6134,0.6949
metrics_minimax_trad_d4_vs_minimax_trad_d4_g3_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,0-1,102,checkmate,20.7259,24.0729,0.4064,0.472
metrics_minimax_trad_d4_vs_minimax_trad_d4_g4_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,0-1,116,checkmate,24.5791,39.5398,0.4238,0.6817
metrics_minimax_trad_d4_vs_minimax_trad_d4_g5_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,66,draw_3fold_claim,21.1879,24.1151,0.6421,0.7308
metrics_minimax_trad_d4_vs_minimax_trad_d4_g6_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1-0,73,checkmate,28.0114,35.3716,0.7571,0.9825
metrics_minimax_trad_d4_vs_minimax_trad_d4_g7_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,153,draw_3fold_claim,48.1852,54.6116,0.6258,0.7186
metrics_minimax_trad_d4_vs_minimax_trad_d4_g8_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1-0,155,checkmate,58.1886,38.5921,0.746,0.5012
metrics_minimax_trad_d4_vs_minimax_trad_d4_g9_orig.jsonl,minimax_trad_d4_vs_minimax_trad_d4,1/2-1/2,49,draw_3fold_claim,15.2701,13.6405,0.6108,0.5684
metrics_minimax_trad_d5_vs_minimax_trad_d4_g10_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1/2-1/2,68,draw_3fold_claim,125.7404,44.7219,3.6982,1.3154
metrics_minimax_trad_d5_vs_minimax_trad_d4_g11_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1/2-1/2,68,draw_3fold_claim,81.7479,24.8845,2.4044,0.7319
metrics_minimax_trad_d5_vs_minimax_trad_d4_g12_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,113,checkmate,141.5798,30.7974,2.4839,0.55
metrics_minimax_trad_d5_vs_minimax_trad_d4_g13_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,87,checkmate,149.1896,33.0909,3.3907,0.7696
metrics_minimax_trad_d5_vs_minimax_trad_d4_g14_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1/2-1/2,34,draw_3fold_claim,53.5499,21.0473,3.15,1.2381
metrics_minimax_trad_d5_vs_minimax_trad_d4_g15_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,55,checkmate,149.7901,43.781,5.3496,1.6215
metrics_minimax_trad_d5_vs_minimax_trad_d4_g16_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,163,checkmate,257.9413,53.0314,3.1456,0.6547
metrics_minimax_trad_d5_vs_minimax_trad_d4_g17_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,85,checkmate,129.8929,43.0359,3.0208,1.0247
metrics_minimax_trad_d5_vs_minimax_trad_d4_g18_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,85,checkmate,84.2703,27.4341,1.9598,0.6532
metrics_minimax_trad_d5_vs_minimax_trad_d4_g19_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,111,checkmate,211.6173,32.3525,3.7789,0.5882
metrics_minimax_trad_d5_vs_minimax_trad_d4_g1_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,47,checkmate,196.4644,58.2823,8.186,2.534
metrics_minimax_trad_d5_vs_minimax_trad_d4_g20_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,53,checkmate,85.1023,24.7442,3.1519,0.9517
metrics_minimax_trad_d5_vs_minimax_trad_d4_g21_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1/2-1/2,153,draw_3fold_claim,253.4952,85.6166,3.2921,1.1265
metrics_minimax_trad_d5_vs_minimax_trad_d4_g22_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,93,checkmate,175.4564,26.8275,3.7331,0.5832
metrics_minimax_trad_d5_vs_minimax_trad_d4_g23_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,107,checkmate,99.7122,34.7228,1.8465,0.6551
metrics_minimax_trad_d5_vs_minimax_trad_d4_g24_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1/2-1/2,107,draw_3fold_claim,87.7217,32.8653,1.6245,0.6201
metrics_minimax_trad_d5_vs_minimax_trad_d4_g25_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,99,checkmate,110.5231,34.1531,2.2105,0.697
metrics_minimax_trad_d5_vs_minimax_trad_d4_g26_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,47,checkmate,191.8284,56.7829,7.9929,2.4688
metrics_minimax_trad_d5_vs_minimax_trad_d4_g27_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,53,checkmate,117.306,32.7006,4.3447,1.2577
metrics_minimax_trad_d5_vs_minimax_trad_d4_g28_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,87,checkmate,259.38,43.2227,5.895,1.0052
metrics_minimax_trad_d5_vs_minimax_trad_d4_g29_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,71,checkmate,105.5459,27.6659,2.9318,0.7905
metrics_minimax_trad_d5_vs_minimax_trad_d4_g2_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,53,checkmate,122.5053,34.2146,4.5372,1.3159
metrics_minimax_trad_d5_vs_minimax_trad_d4_g30_swap.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1/2-1/2,86,draw_3fold_claim,72.6937,24.281,1.6906,0.5647
metrics_minimax_trad_d5_vs_minimax_trad_d4_g3_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,87,checkmate,266.7072,44.443,6.0615,1.0336
metrics_minimax_trad_d5_vs_minimax_trad_d4_g4_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,71,checkmate,107.7151,28.3228,2.9921,0.8092
metrics_minimax_trad_d5_vs_minimax_trad_d4_g5_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1/2-1/2,86,draw_3fold_claim,73.0551,24.3592,1.699,0.5665
metrics_minimax_trad_d5_vs_minimax_trad_d4_g6_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,125,checkmate,174.896,44.5669,2.7761,0.7188
metrics_minimax_trad_d5_vs_minimax_trad_d4_g7_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,59,checkmate,125.0275,29.3457,4.1676,1.0119
metrics_minimax_trad_d5_vs_minimax_trad_d4_g8_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,59,checkmate,281.4197,67.3714,9.3807,2.3232
metrics_minimax_trad_d5_vs_minimax_trad_d4_g9_orig.jsonl,minimax_trad_d5_vs_minimax_trad_d4,1-0,47,checkmate,68.4686,18.2771,2.8529,0.7947
