"Matchup","Game","White","Black","Swapped","OpeningIdx","Result","Termination","TimeSec","ExitCode"
"mcts_trad_20s_vs_mcts_trad_20s","1","MCTS_TRAD","MCTS_TRAD","False","0","1/2-1/2","draw_3fold_claim","4548,26","0"
"mcts_trad_20s_vs_mcts_trad_20s","2","MCTS_TRAD","MCTS_TRAD","False","1","1/2-1/2","draw_3fold_claim","1536,48","0"
"mcts_trad_20s_vs_mcts_trad_20s","3","MCTS_TRAD","MCTS_TRAD","False","2","1/2-1/2","draw_3fold_claim","1977,36","0"
"mcts_trad_20s_vs_mcts_trad_20s","4","MCTS_TRAD","MCTS_TRAD","False","3","1/2-1/2","draw_3fold_claim","1396,82","0"
"mcts_trad_20s_vs_mcts_trad_20s","5","MCTS_TRAD","MCTS_TRAD","False","4","0-1","checkmate","1879,5","0"
"mcts_trad_20s_vs_mcts_trad_20s","6","MCTS_TRAD","MCTS_TRAD","False","5","1/2-1/2","draw_3fold_claim","1119,36","0"
"mcts_trad_20s_vs_mcts_trad_20s","7","MCTS_TRAD","MCTS_TRAD","False","6","1/2-1/2","draw_3fold_claim","2474,47","0"
"mcts_trad_20s_vs_mcts_trad_20s","8","MCTS_TRAD","MCTS_TRAD","False","7","1/2-1/2","draw_3fold_claim","486,75","0"
"mcts_trad_20s_vs_mcts_trad_20s","9","MCTS_TRAD","MCTS_TRAD","False","8","1/2-1/2","draw_3fold_claim","2029,92","0"
"mcts_trad_20s_vs_mcts_trad_20s","10","MCTS_TRAD","MCTS_TRAD","False","9","1/2-1/2","draw_3fold_claim","1192,41","0"
"mcts_trad_20s_vs_mcts_trad_20s","11","MCTS_TRAD","MCTS_TRAD","False","10","1/2-1/2","draw_3fold_claim","3891,81","0"
"mcts_trad_20s_vs_mcts_trad_20s","12","MCTS_TRAD","MCTS_TRAD","False","11","1/2-1/2","draw_insufficient","2143,68","0"
"mcts_trad_20s_vs_mcts_trad_20s","13","MCTS_TRAD","MCTS_TRAD","False","12","1/2-1/2","draw_3fold_claim","2819,3","0"
"mcts_trad_20s_vs_mcts_trad_20s","14","MCTS_TRAD","MCTS_TRAD","False","13","0-1","checkmate","1250,36","0"
"mcts_trad_20s_vs_mcts_trad_20s","15","MCTS_TRAD","MCTS_TRAD","False","14","1/2-1/2","draw_3fold_claim","2573,35","0"
"mcts_trad_20s_vs_mcts_trad_20s","16","MCTS_TRAD","MCTS_TRAD","True","15","1/2-1/2","draw_3fold_claim","2152,74","0"
"mcts_trad_20s_vs_mcts_trad_20s","17","MCTS_TRAD","MCTS_TRAD","True","16","0-1","checkmate","1810,19","0"
"mcts_trad_20s_vs_mcts_trad_20s","18","MCTS_TRAD","MCTS_TRAD","True","17","1/2-1/2","draw_3fold_claim","2408,22","0"
"mcts_trad_20s_vs_mcts_trad_20s","19","MCTS_TRAD","MCTS_TRAD","True","18","1/2-1/2","draw_3fold_claim","947,83","0"
"mcts_trad_20s_vs_mcts_trad_20s","20","MCTS_TRAD","MCTS_TRAD","True","19","1/2-1/2","draw_3fold_claim","2404,24","0"
"mcts_trad_20s_vs_mcts_trad_20s","21","MCTS_TRAD","MCTS_TRAD","True","20","1-0","checkmate","977,84","0"
"mcts_trad_20s_vs_mcts_trad_20s","22","MCTS_TRAD","MCTS_TRAD","True","21","1/2-1/2","draw_3fold_claim","2538,51","0"
"mcts_trad_20s_vs_mcts_trad_20s","23","MCTS_TRAD","MCTS_TRAD","True","22","1/2-1/2","draw_3fold_claim","1762,69","0"
"mcts_trad_20s_vs_mcts_trad_20s","24","MCTS_TRAD","MCTS_TRAD","True","23","1/2-1/2","stalemate","1986,97","0"
"mcts_trad_20s_vs_mcts_trad_20s","25","MCTS_TRAD","MCTS_TRAD","True","24","1/2-1/2","draw_3fold_claim","2540,71","0"
"mcts_trad_20s_vs_mcts_trad_20s","26","MCTS_TRAD","MCTS_TRAD","True","0","1/2-1/2","draw_3fold_claim","2379,13","0"
"mcts_trad_20s_vs_mcts_trad_20s","27","MCTS_TRAD","MCTS_TRAD","True","1","1/2-1/2","draw_3fold_claim","1537,68","0"
"mcts_trad_20s_vs_mcts_trad_20s","28","MCTS_TRAD","MCTS_TRAD","True","2","1/2-1/2","draw_3fold_claim","1618,4","0"
"mcts_trad_20s_vs_mcts_trad_20s","29","MCTS_TRAD","MCTS_TRAD","True","3","1/2-1/2","draw_3fold_claim","1400,12","0"
"mcts_trad_20s_vs_mcts_trad_20s","30","MCTS_TRAD","MCTS_TRAD","True","4","1/2-1/2","draw_insufficient","2170,79","0"
