file,label,result,total_moves,termination,total_time_white,total_time_black,avg_time_white,avg_time_black
metrics_mcts_nn_20s_vs_mcts_nn_20s_g14_orig.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1-0,129,checkmate,1382.1496,1372.6931,21.2638,21.4483
metrics_mcts_nn_20s_vs_mcts_nn_20s_g15_orig.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,111,draw_insufficient,1271.6311,1219.5359,22.7077,22.1734
metrics_mcts_nn_20s_vs_mcts_nn_20s_g16_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,117,draw_insufficient,1406.1786,1431.9159,23.8335,24.6882
metrics_mcts_nn_20s_vs_mcts_nn_20s_g17_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,89,draw_3fold_claim,1081.0835,1111.6763,24.0241,25.2654
metrics_mcts_nn_20s_vs_mcts_nn_20s_g18_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,80,draw_3fold_claim,1159.6121,1070.3149,28.9903,26.7579
metrics_mcts_nn_20s_vs_mcts_nn_20s_g19_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,84,draw_3fold_claim,1038.5334,1047.2063,24.727,24.9335
metrics_mcts_nn_20s_vs_mcts_nn_20s_g1_orig.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,141,draw_3fold_claim,1720.8263,1660.9182,24.237,23.7274
metrics_mcts_nn_20s_vs_mcts_nn_20s_g20_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,97,draw_3fold_claim,1292.7112,1208.0453,26.3819,25.1676
metrics_mcts_nn_20s_vs_mcts_nn_20s_g21_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,127,draw_insufficient,1565.1756,1556.6172,24.4559,24.7082
metrics_mcts_nn_20s_vs_mcts_nn_20s_g22_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1-0,47,checkmate,608.7735,572.0088,25.3656,24.8699
metrics_mcts_nn_20s_vs_mcts_nn_20s_g23_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,93,draw_3fold_claim,1130.5197,1078.4502,24.0536,23.4446
metrics_mcts_nn_20s_vs_mcts_nn_20s_g24_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,104,stalemate,1339.2038,1380.0171,25.7539,26.5388
metrics_mcts_nn_20s_vs_mcts_nn_20s_g25_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,195,draw_3fold_claim,2283.6021,2303.9638,23.3021,23.7522
metrics_mcts_nn_20s_vs_mcts_nn_20s_g26_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,111,draw_3fold_claim,1487.6122,1464.4661,26.5645,26.6267
metrics_mcts_nn_20s_vs_mcts_nn_20s_g27_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,74,stalemate,920.3928,941.1762,24.8755,25.4372
metrics_mcts_nn_20s_vs_mcts_nn_20s_g28_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,139,draw_3fold_claim,1617.4888,1567.4627,23.107,22.7169
metrics_mcts_nn_20s_vs_mcts_nn_20s_g29_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,52,draw_3fold_claim,707.3962,731.6253,27.2075,28.1394
metrics_mcts_nn_20s_vs_mcts_nn_20s_g2_orig.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,74,stalemate,939.7641,962.0138,25.399,26.0004
metrics_mcts_nn_20s_vs_mcts_nn_20s_g30_swap.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,131,draw_3fold_claim,1542.7423,1539.2679,23.3749,23.681
metrics_mcts_nn_20s_vs_mcts_nn_20s_g3_orig.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,138,draw_insufficient,1600.5968,1603.2053,23.1971,23.2349
metrics_mcts_nn_20s_vs_mcts_nn_20s_g4_orig.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,52,draw_3fold_claim,715.6958,736.7531,27.5268,28.3367
metrics_mcts_nn_20s_vs_mcts_nn_20s_g5_orig.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,131,draw_3fold_claim,1535.0201,1546.6908,23.2579,23.7952
metrics_mcts_nn_20s_vs_mcts_nn_20s_g6_orig.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,82,draw_3fold_claim,991.2789,1001.0461,24.1775,24.4158
metrics_mcts_nn_20s_vs_mcts_nn_20s_g7_orig.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,53,draw_3fold_claim,698.8037,662.5493,25.8816,25.4827
metrics_mcts_nn_20s_vs_mcts_nn_20s_g8_orig.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1/2-1/2,59,draw_3fold_claim,758.4873,712.2022,25.2829,24.5587
metrics_mcts_nn_20s_vs_mcts_nn_20s_g9_orig.jsonl,mcts_nn_20s_vs_mcts_nn_20s,1-0,43,checkmate,514.5594,518.5735,23.3891,24.694
metrics_mcts_nn_40s_vs_mcts_nn_20s_g10_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1-0,31,checkmate,625.7196,363.5206,39.1075,24.2347
metrics_mcts_nn_40s_vs_mcts_nn_20s_g11_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1-0,47,checkmate,1033.0231,515.1188,43.0426,22.3965
metrics_mcts_nn_40s_vs_mcts_nn_20s_g12_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,65,draw_3fold_claim,1433.8247,754.8969,43.4492,23.5905
metrics_mcts_nn_40s_vs_mcts_nn_20s_g13_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,92,draw_3fold_claim,1922.7973,1032.8155,41.7999,22.4525
metrics_mcts_nn_40s_vs_mcts_nn_20s_g14_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1-0,19,checkmate,345.1086,184.0658,34.5109,20.4518
metrics_mcts_nn_40s_vs_mcts_nn_20s_g15_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,0-1,94,checkmate,2019.2041,1120.7365,42.9618,23.8455
metrics_mcts_nn_40s_vs_mcts_nn_20s_g16_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,93,draw_insufficient,1993.9896,1037.4904,42.4253,22.5541
metrics_mcts_nn_40s_vs_mcts_nn_20s_g17_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,159,draw_3fold_claim,3406.4286,1840.6113,42.5804,23.2989
metrics_mcts_nn_40s_vs_mcts_nn_20s_g18_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1-0,83,checkmate,1717.3781,914.9238,40.89,22.3152
metrics_mcts_nn_40s_vs_mcts_nn_20s_g19_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,145,draw_insufficient,3278.3929,1771.4135,44.9095,24.603
metrics_mcts_nn_40s_vs_mcts_nn_20s_g1_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,100,draw_3fold_claim,2257.1371,1203.7051,45.1427,24.0741
metrics_mcts_nn_40s_vs_mcts_nn_20s_g20_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,72,draw_insufficient,1550.9593,823.732,43.0822,22.8814
metrics_mcts_nn_40s_vs_mcts_nn_20s_g21_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,102,draw_3fold_claim,2278.2588,1271.4262,44.6717,24.9299
metrics_mcts_nn_40s_vs_mcts_nn_20s_g22_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,102,draw_3fold_claim,2183.9836,1203.7431,42.8232,23.6028
metrics_mcts_nn_40s_vs_mcts_nn_20s_g23_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,96,draw_insufficient,2023.909,1093.9279,42.1648,22.7902
metrics_mcts_nn_40s_vs_mcts_nn_20s_g24_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,98,draw_insufficient,2178.4725,1170.7395,44.4586,23.8926
metrics_mcts_nn_40s_vs_mcts_nn_20s_g25_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,151,draw_insufficient,3362.7851,1850.0877,44.2472,24.6678
metrics_mcts_nn_40s_vs_mcts_nn_20s_g26_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,100,draw_3fold_claim,2279.9597,1190.4294,45.5992,23.8086
metrics_mcts_nn_40s_vs_mcts_nn_20s_g27_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,101,draw_3fold_claim,2262.5682,1198.8853,44.3641,23.9777
metrics_mcts_nn_40s_vs_mcts_nn_20s_g28_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1-0,71,checkmate,1468.8416,781.6975,40.8012,22.3342
metrics_mcts_nn_40s_vs_mcts_nn_20s_g29_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,130,draw_3fold_claim,2721.1536,1463.6711,41.8639,22.518
metrics_mcts_nn_40s_vs_mcts_nn_20s_g2_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,127,draw_3fold_claim,2761.5526,1457.0749,43.1493,23.1282
metrics_mcts_nn_40s_vs_mcts_nn_20s_g30_swap.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,110,draw_3fold_claim,2443.9816,1388.1756,44.436,25.2396
metrics_mcts_nn_40s_vs_mcts_nn_20s_g3_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,166,draw_3fold_claim,3903.2286,2223.6518,47.0269,26.791
metrics_mcts_nn_40s_vs_mcts_nn_20s_g4_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,130,draw_3fold_claim,2729.3333,1469.0982,41.9897,22.6015
metrics_mcts_nn_40s_vs_mcts_nn_20s_g5_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,122,draw_3fold_claim,2686.8365,1504.6428,44.0465,24.6663
metrics_mcts_nn_40s_vs_mcts_nn_20s_g6_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,104,draw_3fold_claim,2239.8988,1175.411,43.075,22.6041
metrics_mcts_nn_40s_vs_mcts_nn_20s_g7_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,85,draw_3fold_claim,1874.8827,1033.3017,43.6019,24.6024
metrics_mcts_nn_40s_vs_mcts_nn_20s_g8_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,105,draw_3fold_claim,2304.1606,1181.6618,43.4747,22.7243
metrics_mcts_nn_40s_vs_mcts_nn_20s_g9_orig.jsonl,mcts_nn_40s_vs_mcts_nn_20s,1/2-1/2,117,draw_3fold_claim,2662.0373,1596.565,45.1193,27.527
metrics_mcts_nn_5s_vs_mcts_nn_20s_g10_orig.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1-0,81,checkmate,374.9503,916.7202,9.1451,22.918
metrics_mcts_nn_5s_vs_mcts_nn_20s_g11_orig.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,158,draw_insufficient,1192.0689,2043.1507,15.0895,25.8627
metrics_mcts_nn_5s_vs_mcts_nn_20s_g12_orig.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,134,draw_3fold_claim,620.9365,1594.4467,9.2677,23.7977
metrics_mcts_nn_5s_vs_mcts_nn_20s_g13_orig.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,96,draw_3fold_claim,603.4872,1312.3962,12.5727,27.3416
metrics_mcts_nn_5s_vs_mcts_nn_20s_g14_orig.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,123,draw_3fold_claim,462.8114,1363.5377,7.4647,22.3531
metrics_mcts_nn_5s_vs_mcts_nn_20s_g15_orig.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,113,draw_3fold_claim,531.8204,1351.5633,9.3302,24.1351
metrics_mcts_nn_5s_vs_mcts_nn_20s_g16_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,119,draw_3fold_claim,552.2238,1416.3156,9.2037,24.0053
metrics_mcts_nn_5s_vs_mcts_nn_20s_g17_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,55,draw_3fold_claim,236.4344,616.8034,8.4441,22.8446
metrics_mcts_nn_5s_vs_mcts_nn_20s_g18_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,0-1,82,checkmate,353.9665,954.3685,8.6333,23.2773
metrics_mcts_nn_5s_vs_mcts_nn_20s_g19_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,90,draw_3fold_claim,531.7679,1134.5371,11.8171,25.2119
metrics_mcts_nn_5s_vs_mcts_nn_20s_g1_orig.jsonl,mcts_nn_5s_vs_mcts_nn_20s,0-1,102,checkmate,520.9289,1212.2378,10.2143,23.7694
metrics_mcts_nn_5s_vs_mcts_nn_20s_g20_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,0-1,52,checkmate,387.7583,670.6929,14.9138,25.7959
metrics_mcts_nn_5s_vs_mcts_nn_20s_g21_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1-0,85,checkmate,484.3403,1020.7487,11.2637,24.3035
metrics_mcts_nn_5s_vs_mcts_nn_20s_g22_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,98,draw_3fold_claim,472.5051,1154.6,9.643,23.5633
metrics_mcts_nn_5s_vs_mcts_nn_20s_g23_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,103,draw_3fold_claim,460.8231,1229.8466,8.862,24.1146
metrics_mcts_nn_5s_vs_mcts_nn_20s_g24_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,64,draw_3fold_claim,330.1086,827.0958,10.3159,25.8467
metrics_mcts_nn_5s_vs_mcts_nn_20s_g25_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,140,draw_insufficient,604.2048,1653.6445,8.6315,23.6235
metrics_mcts_nn_5s_vs_mcts_nn_20s_g26_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1-0,53,checkmate,317.6293,606.306,11.764,23.3195
metrics_mcts_nn_5s_vs_mcts_nn_20s_g27_swap.jsonl,mcts_nn_5s_vs_mcts_nn_20s,1/2-1/2,166,draw_3fold_claim,1003.573,2133.8898,12.0912,25.7095
