"Matchup","Game","White","Black","Swapped","OpeningIdx","Result","Termination","TimeSec","ExitCode"
"mcts_trad_10s_vs_mcts_trad_20s","1","MCTS_TRAD","MCTS_TRAD","False","0","1/2-1/2","draw_insufficient","4004,92","0"
"mcts_trad_10s_vs_mcts_trad_20s","2","MCTS_TRAD","MCTS_TRAD","False","1","0-1","checkmate","1498,19","0"
"mcts_trad_10s_vs_mcts_trad_20s","3","MCTS_TRAD","MCTS_TRAD","False","2","0-1","checkmate","1109,57","0"
"mcts_trad_10s_vs_mcts_trad_20s","4","MCTS_TRAD","MCTS_TRAD","False","3","1/2-1/2","draw_3fold_claim","1847,41","0"
"mcts_trad_10s_vs_mcts_trad_20s","5","MCTS_TRAD","MCTS_TRAD","False","4","1/2-1/2","draw_3fold_claim","313,72","0"
"mcts_trad_10s_vs_mcts_trad_20s","6","MCTS_TRAD","MCTS_TRAD","False","5","1/2-1/2","draw_3fold_claim","727,86","0"
"mcts_trad_10s_vs_mcts_trad_20s","7","MCTS_TRAD","MCTS_TRAD","False","6","1/2-1/2","draw_3fold_claim","1402,58","0"
"mcts_trad_10s_vs_mcts_trad_20s","8","MCTS_TRAD","MCTS_TRAD","False","7","1-0","checkmate","1590,52","0"
"mcts_trad_10s_vs_mcts_trad_20s","9","MCTS_TRAD","MCTS_TRAD","False","8","1/2-1/2","draw_3fold_claim","1305,86","0"
"mcts_trad_10s_vs_mcts_trad_20s","10","MCTS_TRAD","MCTS_TRAD","False","9","0-1","checkmate","620,42","0"
"mcts_trad_10s_vs_mcts_trad_20s","11","MCTS_TRAD","MCTS_TRAD","False","10","1/2-1/2","stalemate","1332,61","0"
"mcts_trad_10s_vs_mcts_trad_20s","12","MCTS_TRAD","MCTS_TRAD","False","11","0-1","checkmate","1224,66","0"
"mcts_trad_10s_vs_mcts_trad_20s","13","MCTS_TRAD","MCTS_TRAD","False","12","0-1","checkmate","1599,97","0"
"mcts_trad_10s_vs_mcts_trad_20s","14","MCTS_TRAD","MCTS_TRAD","False","13","1/2-1/2","draw_3fold_claim","996,44","0"
"mcts_trad_10s_vs_mcts_trad_20s","15","MCTS_TRAD","MCTS_TRAD","False","14","1/2-1/2","draw_3fold_claim","3355,84","0"
"mcts_trad_10s_vs_mcts_trad_20s","16","MCTS_TRAD","MCTS_TRAD","True","15","1/2-1/2","draw_3fold_claim","1301,4","0"
"mcts_trad_10s_vs_mcts_trad_20s","17","MCTS_TRAD","MCTS_TRAD","True","16","1/2-1/2","draw_insufficient","1488,23","0"
"mcts_trad_10s_vs_mcts_trad_20s","18","MCTS_TRAD","MCTS_TRAD","True","17","1/2-1/2","stalemate","1209,29","0"
"mcts_trad_10s_vs_mcts_trad_20s","19","MCTS_TRAD","MCTS_TRAD","True","18","1/2-1/2","draw_3fold_claim","1148,15","0"
"mcts_trad_10s_vs_mcts_trad_20s","20","MCTS_TRAD","MCTS_TRAD","True","19","0-1","checkmate","1458,06","0"
"mcts_trad_10s_vs_mcts_trad_20s","21","MCTS_TRAD","MCTS_TRAD","True","20","1/2-1/2","draw_3fold_claim","1335,13","0"
"mcts_trad_10s_vs_mcts_trad_20s","22","MCTS_TRAD","MCTS_TRAD","True","21","1/2-1/2","draw_3fold_claim","1029,75","0"
"mcts_trad_10s_vs_mcts_trad_20s","23","MCTS_TRAD","MCTS_TRAD","True","22","1/2-1/2","draw_3fold_claim","1187,23","0"
"mcts_trad_10s_vs_mcts_trad_20s","24","MCTS_TRAD","MCTS_TRAD","True","23","1/2-1/2","draw_insufficient","1297,92","0"
"mcts_trad_10s_vs_mcts_trad_20s","25","MCTS_TRAD","MCTS_TRAD","True","24","1/2-1/2","draw_3fold_claim","1568,61","0"
"mcts_trad_10s_vs_mcts_trad_20s","26","MCTS_TRAD","MCTS_TRAD","True","0","1/2-1/2","draw_3fold_claim","2035,6","0"
"mcts_trad_10s_vs_mcts_trad_20s","27","MCTS_TRAD","MCTS_TRAD","True","1","1/2-1/2","draw_3fold_claim","1781,59","0"
"mcts_trad_10s_vs_mcts_trad_20s","28","MCTS_TRAD","MCTS_TRAD","True","2","0-1","checkmate","1109,45","0"
"mcts_trad_10s_vs_mcts_trad_20s","29","MCTS_TRAD","MCTS_TRAD","True","3","1/2-1/2","draw_3fold_claim","1907,23","0"
"mcts_trad_10s_vs_mcts_trad_20s","30","MCTS_TRAD","MCTS_TRAD","True","4","1/2-1/2","draw_3fold_claim","314,1","0"
