"Matchup","Game","White","Black","Swapped","OpeningIdx","Result","Termination","TimeSec","ExitCode"
"mcts_nn_5s_vs_mcts_nn_20s","1","MCTS_NN","MCTS_NN","False","0","0-1","checkmate","1734,09","0"
"mcts_nn_5s_vs_mcts_nn_20s","2","MCTS_NN","MCTS_NN","False","1","1/2-1/2","draw_3fold_claim","2642,44","0"
"mcts_nn_5s_vs_mcts_nn_20s","3","MCTS_NN","MCTS_NN","False","2","1/2-1/2","draw_3fold_claim","1659,37","0"
"mcts_nn_5s_vs_mcts_nn_20s","4","MCTS_NN","MCTS_NN","False","3","1/2-1/2","draw_3fold_claim","2360,14","0"
"mcts_nn_5s_vs_mcts_nn_20s","5","MCTS_NN","MCTS_NN","False","4","1/2-1/2","draw_3fold_claim","2605,27","0"
"mcts_nn_5s_vs_mcts_nn_20s","6","MCTS_NN","MCTS_NN","False","5","1/2-1/2","draw_insufficient","1692,17","0"
"mcts_nn_5s_vs_mcts_nn_20s","7","MCTS_NN","MCTS_NN","False","6","1/2-1/2","draw_3fold_claim","2108,33","0"
"mcts_nn_5s_vs_mcts_nn_20s","8","MCTS_NN","MCTS_NN","False","7","1/2-1/2","draw_3fold_claim","1192,98","0"
"mcts_nn_5s_vs_mcts_nn_20s","9","MCTS_NN","MCTS_NN","False","8","1/2-1/2","draw_3fold_claim","1915,36","0"
"mcts_nn_5s_vs_mcts_nn_20s","10","MCTS_NN","MCTS_NN","False","9","1-0","checkmate","1292,44","0"
"mcts_nn_5s_vs_mcts_nn_20s","11","MCTS_NN","MCTS_NN","False","10","1/2-1/2","draw_insufficient","3236,02","0"
"mcts_nn_5s_vs_mcts_nn_20s","12","MCTS_NN","MCTS_NN","False","11","1/2-1/2","draw_3fold_claim","2216,13","0"
"mcts_nn_5s_vs_mcts_nn_20s","13","MCTS_NN","MCTS_NN","False","12","1/2-1/2","draw_3fold_claim","1916,73","0"
"mcts_nn_5s_vs_mcts_nn_20s","14","MCTS_NN","MCTS_NN","False","13","1/2-1/2","draw_3fold_claim","1827,16","0"
"mcts_nn_5s_vs_mcts_nn_20s","15","MCTS_NN","MCTS_NN","False","14","1/2-1/2","draw_3fold_claim","1884,21","0"
"mcts_nn_5s_vs_mcts_nn_20s","16","MCTS_NN","MCTS_NN","True","15","1/2-1/2","draw_3fold_claim","1969,35","0"
"mcts_nn_5s_vs_mcts_nn_20s","17","MCTS_NN","MCTS_NN","True","16","1/2-1/2","draw_3fold_claim","854","0"
"mcts_nn_5s_vs_mcts_nn_20s","18","MCTS_NN","MCTS_NN","True","17","0-1","checkmate","1309,14","0"
"mcts_nn_5s_vs_mcts_nn_20s","19","MCTS_NN","MCTS_NN","True","18","1/2-1/2","draw_3fold_claim","1667,14","0"
"mcts_nn_5s_vs_mcts_nn_20s","20","MCTS_NN","MCTS_NN","True","19","0-1","checkmate","1059,21","0"
"mcts_nn_5s_vs_mcts_nn_20s","21","MCTS_NN","MCTS_NN","True","20","1-0","checkmate","1505,91","0"
"mcts_nn_5s_vs_mcts_nn_20s","22","MCTS_NN","MCTS_NN","True","21","1/2-1/2","draw_3fold_claim","1628","0"
"mcts_nn_5s_vs_mcts_nn_20s","23","MCTS_NN","MCTS_NN","True","22","1/2-1/2","draw_3fold_claim","1691,46","0"
"mcts_nn_5s_vs_mcts_nn_20s","24","MCTS_NN","MCTS_NN","True","23","1/2-1/2","draw_3fold_claim","1157,93","0"
"mcts_nn_5s_vs_mcts_nn_20s","25","MCTS_NN","MCTS_NN","True","24","1/2-1/2","draw_insufficient","2258,68","0"
"mcts_nn_5s_vs_mcts_nn_20s","26","MCTS_NN","MCTS_NN","True","0","1-0","checkmate","924,67","0"
"mcts_nn_5s_vs_mcts_nn_20s","27","MCTS_NN","MCTS_NN","True","1","1/2-1/2","draw_3fold_claim","3138,27","0"
"mcts_nn_5s_vs_mcts_nn_20s","28","MCTS_NN","MCTS_NN","True","2","1/2-1/2","draw_3fold_claim","1653,71","0"
"mcts_nn_5s_vs_mcts_nn_20s","29","MCTS_NN","MCTS_NN","True","3","1/2-1/2","draw_3fold_claim","2329,49","0"
"mcts_nn_5s_vs_mcts_nn_20s","30","MCTS_NN","MCTS_NN","True","4","1/2-1/2","draw_3fold_claim","2609,84","0"
