file,label,game_result,move_number,side,move,eval,time_s,phase,from_book,iterations,nodes_created,max_depth,eval_calls,eval_cache_hits,skipped_terminals,reused_visits,root_children_count,best_child_visits,root_visit_entropy,convergence_point,avg_backprop_depth,c_puct,throughput_iter_per_s,throughput_eval_per_s,eval_cache_hit_rate,nodes_searched,depth_completed,tt_lookups,tt_hits,tt_cutoffs,nmp_attempts,nmp_cutoffs,rfp_cutoffs,futility_prunes,lmp_prunes,see_prunes,check_extensions,aspiration_researches,qs_nodes,qs_max_depth,see_calls,tt_size,tt_hit_rate,tt_cutoff_rate,nmp_success_rate,ebf_mean
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,5,WHITE,g1f3,0.5443176577950773,2.8152,1.0,False,1792.0,1792.0,7.0,1792.0,47.0,0.0,0.0,38.0,642.0,2.5949,0.7344,4.33,2.0,636.5,636.5,0.0262,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,5,BLACK,h7h6,0.4430952084528993,23.0903,0.8936170212765957,False,128.0,128.0,4.0,128.0,1.0,0.0,0.0,43.0,5.0,3.3597,0.5625,3.11,2.0,5.5,5.5,0.0078,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,6,WHITE,c3c4,0.610391436700402,2.7118,1.0,False,1920.0,1920.0,6.0,1920.0,46.0,0.0,7.0,36.0,532.0,2.858,0.5849,4.16,2.0,708.0,708.0,0.024,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,6,BLACK,d5d8,0.4485457666105419,12.0979,0.8936170212765957,False,128.0,128.0,4.0,128.0,13.0,0.0,0.0,41.0,19.0,3.0393,0.6328,3.35,2.0,10.6,10.6,0.1016,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,7,WHITE,b1c3,0.6258082855203172,2.782,1.0,False,2304.0,2304.0,7.0,2304.0,81.0,0.0,10.0,34.0,1073.0,2.2105,0.1306,4.5,2.0,828.2,828.2,0.0352,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,7,BLACK,e7e6,0.6157998841505685,16.4629,0.8936170212765957,False,128.0,128.0,7.0,128.0,0.0,0.0,0.0,35.0,70.0,2.0022,0.5391,3.37,2.0,7.8,7.8,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,8,WHITE,c1e3,0.6628000242960472,2.8355,1.0,False,1792.0,1792.0,8.0,1792.0,26.0,0.0,95.0,38.0,405.0,2.9154,0.7539,4.22,2.0,632.0,632.0,0.0145,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,8,BLACK,b8d7,0.5764565985826254,19.3067,0.8936170212765957,False,128.0,128.0,7.0,128.0,0.0,0.0,2.0,34.0,58.0,2.2213,0.625,3.28,2.0,6.6,6.6,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,9,WHITE,d4c5,0.6413831998573792,2.8818,1.0,False,1792.0,1792.0,8.0,1792.0,23.0,0.0,65.0,41.0,295.0,3.2411,0.1819,4.16,2.0,621.8,621.8,0.0128,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,9,BLACK,f8c5,0.5557577953487677,12.3059,0.8936170212765957,False,128.0,128.0,7.0,128.0,0.0,0.0,13.0,29.0,68.0,1.93,0.0,3.39,2.0,10.4,10.4,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,10,WHITE,e3c5,0.6653931598590174,2.7806,1.0,False,2944.0,2944.0,11.0,2944.0,65.0,0.0,31.0,46.0,2224.0,1.3664,0.0,5.98,2.0,1058.8,1058.8,0.0221,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,10,BLACK,d7c5,0.4614334944074189,12.1221,0.8297872340425532,False,128.0,128.0,6.0,128.0,0.0,0.0,19.0,27.0,120.0,1.0487,0.0,4.4,2.0,10.6,10.6,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,11,WHITE,d1d8,0.6270571213211839,2.7659,0.8591489361702127,False,4096.0,4096.0,11.0,4096.0,87.0,0.0,1728.0,39.0,4824.0,1.0104,0.0,7.25,2.0,1480.9,1480.9,0.0212,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,11,BLACK,e8d8,0.39308278162449045,8.0674,0.574468085106383,False,128.0,128.0,4.0,128.0,0.0,0.0,48.0,1.0,175.0,0.0,0.0,4.16,2.0,15.9,15.9,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,12,WHITE,e1c1,0.5774618524890541,2.7306,0.4548936170212765,False,3840.0,3840.0,9.0,3840.0,655.0,0.0,4823.0,31.0,2736.0,1.9621,0.0,5.88,2.0,1406.3,1406.3,0.1706,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,12,BLACK,d8e7,0.7104190305672294,8.8425,0.3829787234042553,False,128.0,128.0,5.0,128.0,1.0,0.0,29.0,8.0,48.0,1.7614,0.0,3.42,2.0,14.5,14.5,0.0078,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,13,WHITE,f1e2,0.4771607506584923,2.8103,0.4548936170212765,False,2688.0,2688.0,7.0,2688.0,126.0,0.0,2221.0,35.0,410.0,3.0415,0.0,4.74,2.0,956.5,956.5,0.0469,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,13,BLACK,b7b6,0.6579397661794665,10.5993,0.3829787234042553,False,128.0,128.0,3.0,128.0,0.0,0.0,6.0,31.0,49.0,2.0357,0.2734,3.02,2.0,12.1,12.1,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,14,WHITE,h2h3,0.5377512274870385,2.8138,0.4548936170212765,False,2944.0,2944.0,6.0,2944.0,116.0,0.0,10.0,38.0,402.0,3.0702,0.7283,4.15,2.0,1046.3,1046.3,0.0394,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,14,BLACK,c8b7,0.6913773608205059,10.7276,0.3829787234042553,False,128.0,128.0,3.0,128.0,0.0,0.0,1.0,33.0,70.0,1.9844,0.3281,3.14,2.0,11.9,11.9,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,15,WHITE,c1b1,0.37788453498062713,2.7659,0.4548936170212765,False,1664.0,1664.0,7.0,1664.0,39.0,0.0,104.0,39.0,324.0,2.9662,0.3456,4.3,2.0,601.6,601.6,0.0234,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,15,BLACK,h8g8,0.8216930168247183,14.6728,0.3829787234042553,False,128.0,128.0,4.0,128.0,1.0,0.0,1.0,18.0,47.0,1.8541,0.5156,3.35,2.0,8.7,8.7,0.0078,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,16,WHITE,c3b5,0.49578257387234465,2.7343,0.4548936170212765,False,1920.0,1920.0,7.0,1920.0,64.0,0.0,1.0,39.0,216.0,3.1031,0.7786,3.96,2.0,702.2,702.2,0.0333,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,16,BLACK,g8d8,0.8275342588987279,9.6481,0.3829787234042553,False,128.0,128.0,4.0,128.0,0.0,0.0,1.0,26.0,57.0,1.8902,0.2031,3.09,2.0,13.3,13.3,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,17,WHITE,d1d8,0.4048501404319058,2.7714,0.4548936170212765,False,1920.0,1920.0,7.0,1920.0,72.0,0.0,80.0,41.0,290.0,2.9137,0.5167,4.49,2.0,692.8,692.8,0.0375,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,17,BLACK,a8d8,0.7290124287745933,8.4298,0.2765957446808511,False,128.0,128.0,4.0,128.0,0.0,0.0,12.0,30.0,66.0,1.9072,0.1484,3.41,2.0,15.2,15.2,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,18,WHITE,h1d1,0.35496205074313897,2.7043,0.21531914893617016,False,3328.0,3328.0,9.0,3328.0,150.0,0.0,206.0,33.0,673.0,2.9838,0.899,4.8,2.0,1230.6,1230.6,0.0451,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,18,BLACK,d8a8,0.8243780109818261,12.0602,0.1702127659574468,False,128.0,128.0,6.0,128.0,5.0,0.0,1.0,36.0,32.0,2.446,0.7578,3.69,2.0,10.6,10.6,0.0391,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,19,WHITE,b5d6,0.47142228541295483,2.7697,0.21531914893617016,False,3968.0,3968.0,7.0,3968.0,288.0,0.0,15.0,38.0,858.0,3.046,0.5572,4.33,2.0,1432.6,1432.6,0.0726,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,19,BLACK,b7f3,0.910617252120116,7.0831,0.1702127659574468,False,128.0,128.0,6.0,128.0,0.0,0.0,1.0,2.0,124.0,0.1391,0.0,4.48,2.0,18.1,18.1,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,20,WHITE,e2f3,0.40811145324083087,2.7454,0.15042553191489355,False,5248.0,5248.0,14.0,5248.0,391.0,0.0,37.0,30.0,4923.0,0.419,0.0,9.06,2.0,1911.6,1911.6,0.0745,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,20,BLACK,a8d8,0.6805956739553144,7.1415,0.0425531914893617,False,128.0,128.0,6.0,128.0,11.0,0.0,36.0,32.0,72.0,1.9275,0.0,3.42,2.0,17.9,17.9,0.0859,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,21,WHITE,d6b5,0.36517748822503465,2.7475,0.07957446808510635,False,5504.0,5504.0,16.0,5504.0,573.0,0.0,4611.0,34.0,8970.0,0.596,0.0,10.84,2.0,2003.3,2003.3,0.1041,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,21,BLACK,a7a5,0.546494808753384,9.8134,0.0425531914893617,False,128.0,128.0,4.0,128.0,0.0,0.0,28.0,37.0,73.0,2.1374,0.2812,3.49,2.0,13.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,22,WHITE,b5d4,0.6731978949762442,2.7157,0.07957446808510635,False,5760.0,5760.0,10.0,5744.0,475.0,0.0,84.0,36.0,2684.0,1.677,0.8644,5.43,2.0,2121.0,2115.1,0.0827,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,22,BLACK,e7e8,0.6729011259416363,8.0278,0.0425531914893617,False,128.0,128.0,5.0,128.0,0.0,0.0,27.0,36.0,54.0,2.2183,0.1953,3.4,2.0,15.9,15.9,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,23,WHITE,b1c2,0.5233409592722907,2.7894,0.07957446808510635,False,3328.0,3328.0,7.0,3327.0,169.0,0.0,209.0,32.0,441.0,2.882,0.2957,4.81,2.0,1193.1,1192.7,0.0508,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,23,BLACK,e8f8,0.6615390774222372,9.9299,0.0425531914893617,False,128.0,128.0,3.0,128.0,2.0,0.0,11.0,30.0,45.0,2.7023,0.7266,3.2,2.0,12.9,12.9,0.0156,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,24,WHITE,d1d2,0.7086212911129486,2.7203,0.07957446808510635,False,3840.0,3840.0,12.0,3839.0,202.0,0.0,24.0,34.0,2059.0,2.0445,0.5297,5.11,2.0,1411.6,1411.2,0.0526,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,24,BLACK,d8c8,0.669616680364825,8.9812,0.0425531914893617,False,128.0,128.0,4.0,128.0,1.0,0.0,1.0,32.0,46.0,2.3368,0.3281,3.05,2.0,14.3,14.3,0.0078,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,25,WHITE,b2b3,0.6037816562480152,2.8,0.07957446808510635,False,2432.0,2432.0,10.0,2432.0,117.0,0.0,479.0,29.0,939.0,2.5635,0.7438,5.09,2.0,868.6,868.6,0.0481,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,25,BLACK,g7g5,0.6553266325002007,7.6017,0.0425531914893617,False,128.0,128.0,3.0,128.0,0.0,0.0,6.0,30.0,38.0,2.2749,0.3672,3.06,2.0,16.8,16.8,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,26,WHITE,d4b5,0.729705173075996,2.7442,0.07957446808510635,False,3584.0,3584.0,11.0,3584.0,179.0,0.0,12.0,28.0,2144.0,1.8482,0.4269,5.63,2.0,1306.0,1306.0,0.0499,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,26,BLACK,c5d7,0.5886864355255583,8.0115,0.0425531914893617,False,128.0,128.0,3.0,128.0,1.0,0.0,6.0,29.0,45.0,2.6153,0.2656,3.13,2.0,16.0,16.0,0.0078,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,27,WHITE,b5d6,0.7414075518094908,2.7574,0.07957446808510635,False,4224.0,4224.0,7.0,4224.0,229.0,0.0,30.0,35.0,1418.0,2.5328,0.4754,4.77,2.0,1531.9,1531.9,0.0542,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,27,BLACK,c8b8,0.6698749320037412,7.2562,0.0425531914893617,False,128.0,128.0,3.0,128.0,1.0,0.0,1.0,26.0,33.0,2.2197,0.2812,2.99,2.0,17.6,17.6,0.0078,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,28,WHITE,c2c3,0.6864751367653885,2.7602,0.07957446808510635,False,3456.0,3456.0,10.0,3456.0,143.0,0.0,253.0,34.0,2341.0,1.8383,0.2598,5.58,2.0,1252.1,1252.1,0.0414,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,28,BLACK,d7e5,0.6952325299524269,10.8996,0.0425531914893617,False,128.0,128.0,4.0,128.0,0.0,0.0,1.0,22.0,43.0,2.0099,0.2812,3.14,2.0,11.7,11.7,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,29,WHITE,f3b7,0.7164730096122714,2.7762,0.07957446808510635,False,3968.0,3968.0,13.0,3968.0,326.0,0.0,1592.0,33.0,4178.0,1.2923,0.0,7.85,2.0,1429.3,1429.3,0.0822,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,29,BLACK,f8e7,0.676674136492747,10.7432,0.0425531914893617,False,128.0,128.0,5.0,128.0,0.0,0.0,6.0,27.0,54.0,2.0022,0.2891,3.33,2.0,11.9,11.9,0.0,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,30,WHITE,g2g4,0.6976738158795406,2.7946,0.07957446808510635,False,2560.0,2560.0,9.0,2560.0,151.0,0.0,281.0,32.0,554.0,2.6006,0.7977,5.09,2.0,916.1,916.1,0.059,,,,,,,,,,,,,,,,,,,,,
metrics_mcts_trad_vs_mcts_nn_g10_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,30,BLACK,b8d8,0.7094529124600049,15.019,0.0425531914893617,False,128.0,128.0,4.0,128.0,1.0,0.0,1.0,29.0,60.0,2.1511,0.2344,3.43,2.0,8.5,8.5,0.0078,,,,,,,,,,,,,,,,,,,,,
