file,label,result,total_moves,termination,total_time_white,total_time_black,avg_time_white,avg_time_black
metrics_mcts_trad_vs_mcts_nn_g8_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,110,draw_insufficient,152.5463,458.6889,2.7736,8.3398
metrics_mcts_trad_vs_mcts_nn_g9_orig.jsonl,mcts_trad_vs_mcts_nn,1/2-1/2,41,draw_3fold_claim,58.561,193.9161,2.7886,9.6958
metrics_minimax_nn_vs_mcts_nn_g10_orig.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,66,draw_3fold_claim,527.9516,421.8045,15.9985,12.782
metrics_minimax_nn_vs_mcts_nn_g11_orig.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,52,draw_3fold_claim,338.5895,248.5642,13.0227,9.5602
metrics_minimax_nn_vs_mcts_nn_g12_orig.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,62,draw_3fold_claim,465.0759,336.1741,15.0024,10.8443
metrics_minimax_nn_vs_mcts_nn_g13_orig.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,124,draw_3fold_claim,889.1129,801.1823,14.3405,12.9223
metrics_minimax_nn_vs_mcts_nn_g14_orig.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,115,draw_3fold_claim,1171.4404,518.5851,20.1972,9.098
metrics_minimax_nn_vs_mcts_nn_g15_orig.jsonl,minimax_nn_vs_mcts_nn,1-0,113,checkmate,754.2843,1003.1241,13.2331,17.9129
metrics_minimax_nn_vs_mcts_nn_g16_swap.jsonl,minimax_nn_vs_mcts_nn,0-1,122,checkmate,432.5159,651.715,7.0904,10.6839
metrics_minimax_nn_vs_mcts_nn_g17_swap.jsonl,minimax_nn_vs_mcts_nn,0-1,54,checkmate,298.0346,276.7288,11.0383,10.2492
metrics_minimax_nn_vs_mcts_nn_g18_swap.jsonl,minimax_nn_vs_mcts_nn,0-1,116,checkmate,552.599,757.7087,9.5276,13.0639
metrics_minimax_nn_vs_mcts_nn_g19_swap.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,120,draw_insufficient,343.6049,437.0199,5.7267,7.2837
metrics_minimax_nn_vs_mcts_nn_g1_orig.jsonl,minimax_nn_vs_mcts_nn,1-0,159,checkmate,763.7146,659.1076,9.5464,8.3431
metrics_minimax_nn_vs_mcts_nn_g20_swap.jsonl,minimax_nn_vs_mcts_nn,0-1,66,checkmate,408.8525,443.3043,12.3895,13.4335
metrics_minimax_nn_vs_mcts_nn_g21_swap.jsonl,minimax_nn_vs_mcts_nn,0-1,184,checkmate,782.9488,1220.5332,8.5103,13.2667
metrics_minimax_nn_vs_mcts_nn_g22_swap.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,88,draw_3fold_claim,348.8535,283.2856,7.9285,6.4383
metrics_minimax_nn_vs_mcts_nn_g23_swap.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,51,draw_3fold_claim,194.2017,186.3043,7.4693,7.4522
metrics_minimax_nn_vs_mcts_nn_g24_swap.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,116,draw_3fold_claim,579.0582,756.3046,9.9838,13.0397
metrics_minimax_nn_vs_mcts_nn_g25_swap.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,67,draw_3fold_claim,297.1144,398.1269,8.7387,12.0645
metrics_minimax_nn_vs_mcts_nn_g26_swap.jsonl,minimax_nn_vs_mcts_nn,0-1,68,checkmate,376.1058,439.6135,11.0619,12.9298
metrics_minimax_nn_vs_mcts_nn_g27_swap.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,141,draw_3fold_claim,616.8744,711.2413,8.6884,10.1606
metrics_minimax_nn_vs_mcts_nn_g28_swap.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,20,draw_3fold_claim,94.9162,188.8202,9.4916,18.882
metrics_minimax_nn_vs_mcts_nn_g29_swap.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,142,draw_3fold_claim,773.4664,1560.8896,10.8939,21.9844
metrics_minimax_nn_vs_mcts_nn_g2_orig.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,93,draw_3fold_claim,760.0407,527.3069,16.1711,11.4632
metrics_minimax_nn_vs_mcts_nn_g30_swap.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,52,draw_3fold_claim,226.6471,239.6189,8.7172,9.2161
metrics_minimax_nn_vs_mcts_nn_g3_orig.jsonl,minimax_nn_vs_mcts_nn,1-0,61,checkmate,458.3298,284.1397,14.7848,9.4713
metrics_minimax_nn_vs_mcts_nn_g4_orig.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,55,draw_3fold_claim,260.8101,284.6893,9.3146,10.544
metrics_minimax_nn_vs_mcts_nn_g5_orig.jsonl,minimax_nn_vs_mcts_nn,1-0,47,checkmate,499.6374,276.3303,20.8182,12.0144
metrics_minimax_nn_vs_mcts_nn_g6_orig.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,66,draw_3fold_claim,540.0778,481.7071,16.366,14.5972
metrics_minimax_nn_vs_mcts_nn_g7_orig.jsonl,minimax_nn_vs_mcts_nn,1/2-1/2,69,draw_3fold_claim,575.2353,448.0822,16.4353,13.1789
metrics_minimax_nn_vs_mcts_nn_g8_orig.jsonl,minimax_nn_vs_mcts_nn,1-0,59,checkmate,409.9078,317.9849,13.6636,10.965
metrics_minimax_nn_vs_mcts_nn_g9_orig.jsonl,minimax_nn_vs_mcts_nn,1-0,37,checkmate,456.2759,115.6732,24.0145,6.4263
metrics_minimax_nn_vs_mcts_trad_g10_orig.jsonl,minimax_nn_vs_mcts_trad,1-0,47,checkmate,395.0702,61.9829,16.4613,2.6949
metrics_minimax_nn_vs_mcts_trad_g11_orig.jsonl,minimax_nn_vs_mcts_trad,1-0,37,checkmate,417.8939,40.838,21.9944,2.2688
metrics_minimax_nn_vs_mcts_trad_g12_orig.jsonl,minimax_nn_vs_mcts_trad,1-0,47,checkmate,289.5566,59.8005,12.0649,2.6
metrics_minimax_nn_vs_mcts_trad_g13_orig.jsonl,minimax_nn_vs_mcts_trad,1/2-1/2,81,draw_3fold_claim,501.5233,113.1794,12.2323,2.8295
metrics_minimax_nn_vs_mcts_trad_g14_orig.jsonl,minimax_nn_vs_mcts_trad,1-0,59,checkmate,847.2643,81.5656,28.2421,2.8126
metrics_minimax_nn_vs_mcts_trad_g15_orig.jsonl,minimax_nn_vs_mcts_trad,1/2-1/2,45,draw_3fold_claim,252.1656,61.6218,10.9637,2.801
metrics_minimax_nn_vs_mcts_trad_g16_swap.jsonl,minimax_nn_vs_mcts_trad,1/2-1/2,12,draw_3fold_claim,16.6366,62.5093,2.7728,10.4182
metrics_minimax_nn_vs_mcts_trad_g17_swap.jsonl,minimax_nn_vs_mcts_trad,0-1,52,checkmate,70.5449,457.3348,2.7133,17.5898
metrics_minimax_nn_vs_mcts_trad_g18_swap.jsonl,minimax_nn_vs_mcts_trad,1/2-1/2,85,draw_3fold_claim,118.8261,909.6691,2.7634,21.6588
metrics_minimax_nn_vs_mcts_trad_g19_swap.jsonl,minimax_nn_vs_mcts_trad,0-1,66,checkmate,91.2296,362.3767,2.7645,10.9811
metrics_minimax_nn_vs_mcts_trad_g1_orig.jsonl,minimax_nn_vs_mcts_trad,1-0,53,checkmate,422.0645,71.0568,15.632,2.733
metrics_minimax_nn_vs_mcts_trad_g20_swap.jsonl,minimax_nn_vs_mcts_trad,0-1,62,checkmate,81.4651,408.8107,2.6279,13.1874
metrics_minimax_nn_vs_mcts_trad_g21_swap.jsonl,minimax_nn_vs_mcts_trad,0-1,58,checkmate,74.2845,481.497,2.5615,16.6033
metrics_minimax_nn_vs_mcts_trad_g22_swap.jsonl,minimax_nn_vs_mcts_trad,1/2-1/2,73,draw_3fold_claim,102.989,374.8482,2.7835,10.4124
metrics_minimax_nn_vs_mcts_trad_g23_swap.jsonl,minimax_nn_vs_mcts_trad,0-1,32,checkmate,43.5532,238.8847,2.7221,14.9303
metrics_minimax_nn_vs_mcts_trad_g24_swap.jsonl,minimax_nn_vs_mcts_trad,1/2-1/2,115,draw_3fold_claim,162.9133,777.3861,2.8089,13.6384
metrics_minimax_nn_vs_mcts_trad_g25_swap.jsonl,minimax_nn_vs_mcts_trad,0-1,112,checkmate,146.6118,539.1133,2.6181,9.627
metrics_minimax_nn_vs_mcts_trad_g26_swap.jsonl,minimax_nn_vs_mcts_trad,0-1,42,checkmate,60.8621,359.7247,2.8982,17.1297
metrics_minimax_nn_vs_mcts_trad_g27_swap.jsonl,minimax_nn_vs_mcts_trad,0-1,104,checkmate,141.5093,407.8119,2.7213,7.8425
metrics_minimax_nn_vs_mcts_trad_g28_swap.jsonl,minimax_nn_vs_mcts_trad,0-1,70,checkmate,96.4843,440.4565,2.7567,12.5845
metrics_minimax_nn_vs_mcts_trad_g29_swap.jsonl,minimax_nn_vs_mcts_trad,0-1,32,checkmate,42.8172,170.2539,2.6761,10.6409
metrics_minimax_nn_vs_mcts_trad_g2_orig.jsonl,minimax_nn_vs_mcts_trad,1-0,51,checkmate,342.2579,71.681,13.1638,2.8672
metrics_minimax_nn_vs_mcts_trad_g30_swap.jsonl,minimax_nn_vs_mcts_trad,0-1,98,checkmate,135.2704,616.7062,2.7606,12.5858
metrics_minimax_nn_vs_mcts_trad_g3_orig.jsonl,minimax_nn_vs_mcts_trad,1-0,47,checkmate,300.0493,59.3105,12.5021,2.5787
metrics_minimax_nn_vs_mcts_trad_g4_orig.jsonl,minimax_nn_vs_mcts_trad,1/2-1/2,82,draw_3fold_claim,524.3874,118.2651,12.7899,2.8845
metrics_minimax_nn_vs_mcts_trad_g5_orig.jsonl,minimax_nn_vs_mcts_trad,1/2-1/2,115,draw_3fold_claim,542.9955,156.156,9.362,2.7396
metrics_minimax_nn_vs_mcts_trad_g6_orig.jsonl,minimax_nn_vs_mcts_trad,1/2-1/2,191,draw_insufficient,930.0783,260.0373,9.6883,2.7372
metrics_minimax_nn_vs_mcts_trad_g7_orig.jsonl,minimax_nn_vs_mcts_trad,1/2-1/2,82,draw_3fold_claim,469.9428,114.0653,11.462,2.7821
metrics_minimax_nn_vs_mcts_trad_g8_orig.jsonl,minimax_nn_vs_mcts_trad,1-0,91,checkmate,695.9699,118.3981,15.1298,2.6311
metrics_minimax_nn_vs_mcts_trad_g9_orig.jsonl,minimax_nn_vs_mcts_trad,1-0,49,checkmate,341.4057,65.0591,13.6562,2.7108
metrics_minimax_trad_vs_mcts_nn_g10_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,124,draw_3fold_claim,17.6201,527.9372,0.2842,8.5151
metrics_minimax_trad_vs_mcts_nn_g11_orig.jsonl,minimax_trad_vs_mcts_nn,1-0,83,checkmate,12.7534,657.3864,0.3037,16.0338
metrics_minimax_trad_vs_mcts_nn_g12_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,177,draw_3fold_claim,15.1984,665.5848,0.1708,7.5635
metrics_minimax_trad_vs_mcts_nn_g13_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,153,draw_3fold_claim,17.3857,478.8324,0.2258,6.3004
metrics_minimax_trad_vs_mcts_nn_g14_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,145,draw_3fold_claim,9.7262,435.7421,0.1332,6.052
metrics_minimax_trad_vs_mcts_nn_g15_orig.jsonl,minimax_trad_vs_mcts_nn,1-0,51,checkmate,11.225,329.2922,0.4317,13.1717
metrics_minimax_trad_vs_mcts_nn_g16_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,166,draw_insufficient,512.2941,13.8685,6.1722,0.1671
metrics_minimax_trad_vs_mcts_nn_g17_swap.jsonl,minimax_trad_vs_mcts_nn,0-1,102,checkmate,397.0488,16.6829,7.7853,0.3271
metrics_minimax_trad_vs_mcts_nn_g18_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,86,draw_3fold_claim,364.2195,9.7395,8.4702,0.2265
metrics_minimax_trad_vs_mcts_nn_g19_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,128,draw_3fold_claim,453.5816,14.3582,7.0872,0.2243
metrics_minimax_trad_vs_mcts_nn_g1_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,107,draw_3fold_claim,8.8299,408.3506,0.1635,7.7047
metrics_minimax_trad_vs_mcts_nn_g20_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,137,draw_insufficient,512.9882,11.2902,7.4346,0.166
metrics_minimax_trad_vs_mcts_nn_g21_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,157,draw_3fold_claim,484.8965,12.064,6.1379,0.1547
metrics_minimax_trad_vs_mcts_nn_g22_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,42,draw_3fold_claim,146.0346,3.5132,6.954,0.1673
metrics_minimax_trad_vs_mcts_nn_g23_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,104,draw_3fold_claim,346.6691,11.5568,6.6667,0.2222
metrics_minimax_trad_vs_mcts_nn_g24_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,106,draw_insufficient,356.6397,7.1934,6.7291,0.1357
metrics_minimax_trad_vs_mcts_nn_g25_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,58,draw_3fold_claim,184.9832,4.9823,6.3787,0.1718
metrics_minimax_trad_vs_mcts_nn_g26_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,122,draw_3fold_claim,517.499,14.8538,8.4836,0.2435
metrics_minimax_trad_vs_mcts_nn_g27_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,49,draw_3fold_claim,257.4001,5.6238,10.296,0.2343
metrics_minimax_trad_vs_mcts_nn_g28_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,127,draw_3fold_claim,492.771,13.3179,7.6995,0.2114
metrics_minimax_trad_vs_mcts_nn_g29_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,92,draw_3fold_claim,393.4879,7.9088,8.5541,0.1719
metrics_minimax_trad_vs_mcts_nn_g2_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,197,draw_3fold_claim,17.6965,646.4875,0.1788,6.5968
metrics_minimax_trad_vs_mcts_nn_g30_swap.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,139,draw_3fold_claim,438.9602,18.5208,6.2709,0.2684
metrics_minimax_trad_vs_mcts_nn_g3_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,104,draw_3fold_claim,7.1565,266.0323,0.1376,5.116
metrics_minimax_trad_vs_mcts_nn_g4_orig.jsonl,minimax_trad_vs_mcts_nn,1-0,91,checkmate,9.3547,377.7833,0.2034,8.3952
metrics_minimax_trad_vs_mcts_nn_g5_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,76,draw_3fold_claim,6.5394,279.053,0.1721,7.3435
metrics_minimax_trad_vs_mcts_nn_g6_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,149,draw_3fold_claim,25.8832,569.4247,0.3451,7.6949
metrics_minimax_trad_vs_mcts_nn_g7_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,57,draw_3fold_claim,5.3372,152.8533,0.184,5.459
metrics_minimax_trad_vs_mcts_nn_g8_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,130,draw_3fold_claim,16.8438,476.2206,0.2591,7.3265
metrics_minimax_trad_vs_mcts_nn_g9_orig.jsonl,minimax_trad_vs_mcts_nn,1/2-1/2,62,draw_3fold_claim,14.851,295.4822,0.4791,9.5317
metrics_minimax_trad_vs_mcts_trad_g10_orig.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,84,draw_3fold_claim,8.7453,117.6101,0.2082,2.8002
metrics_minimax_trad_vs_mcts_trad_g11_orig.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,100,draw_3fold_claim,15.6449,137.8499,0.3129,2.757
metrics_minimax_trad_vs_mcts_trad_g12_orig.jsonl,minimax_trad_vs_mcts_trad,1-0,27,checkmate,9.9161,34.6545,0.7083,2.6657
metrics_minimax_trad_vs_mcts_trad_g13_orig.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,120,draw_3fold_claim,9.7482,164.3821,0.1625,2.7397
metrics_minimax_trad_vs_mcts_trad_g14_orig.jsonl,minimax_trad_vs_mcts_trad,1-0,65,checkmate,7.1447,80.525,0.2165,2.5164
metrics_minimax_trad_vs_mcts_trad_g15_orig.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,132,draw_3fold_claim,10.4964,182.6312,0.159,2.7671
metrics_minimax_trad_vs_mcts_trad_g16_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,41,draw_3fold_claim,57.9422,5.705,2.7592,0.2853
metrics_minimax_trad_vs_mcts_trad_g17_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,142,draw_3fold_claim,196.0289,16.3444,2.761,0.2302
metrics_minimax_trad_vs_mcts_trad_g18_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,67,draw_3fold_claim,93.8746,5.618,2.761,0.1702
metrics_minimax_trad_vs_mcts_trad_g19_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,146,draw_insufficient,200.8579,10.4536,2.7515,0.1432
metrics_minimax_trad_vs_mcts_trad_g1_orig.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,203,draw_3fold_claim,21.0296,277.9059,0.2062,2.7515
metrics_minimax_trad_vs_mcts_trad_g20_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,48,draw_3fold_claim,68.1299,7.4838,2.8387,0.3118
metrics_minimax_trad_vs_mcts_trad_g21_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,76,draw_3fold_claim,104.8126,5.8011,2.7582,0.1527
metrics_minimax_trad_vs_mcts_trad_g22_swap.jsonl,minimax_trad_vs_mcts_trad,0-1,50,checkmate,69.204,7.2406,2.7682,0.2896
metrics_minimax_trad_vs_mcts_trad_g23_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,105,draw_3fold_claim,144.7946,6.4262,2.732,0.1236
metrics_minimax_trad_vs_mcts_trad_g24_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,88,draw_3fold_claim,121.5652,12.4603,2.7628,0.2832
metrics_minimax_trad_vs_mcts_trad_g25_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,148,draw_3fold_claim,204.2491,13.1744,2.7601,0.178
metrics_minimax_trad_vs_mcts_trad_g26_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,138,draw_3fold_claim,191.8718,16.3153,2.7808,0.2365
metrics_minimax_trad_vs_mcts_trad_g27_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,188,draw_3fold_claim,257.504,10.253,2.7394,0.1091
metrics_minimax_trad_vs_mcts_trad_g28_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,81,draw_3fold_claim,113.3513,7.8322,2.7647,0.1958
metrics_minimax_trad_vs_mcts_trad_g29_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,66,draw_3fold_claim,90.874,5.3956,2.7538,0.1635
metrics_minimax_trad_vs_mcts_trad_g2_orig.jsonl,minimax_trad_vs_mcts_trad,0-1,92,checkmate,9.6681,117.7923,0.2102,2.5607
metrics_minimax_trad_vs_mcts_trad_g30_swap.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,105,draw_3fold_claim,145.7999,9.6621,2.7509,0.1858
metrics_minimax_trad_vs_mcts_trad_g3_orig.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,131,draw_3fold_claim,13.0548,178.889,0.1978,2.7521
metrics_minimax_trad_vs_mcts_trad_g4_orig.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,107,draw_3fold_claim,12.6946,146.1885,0.2351,2.7583
metrics_minimax_trad_vs_mcts_trad_g5_orig.jsonl,minimax_trad_vs_mcts_trad,1-0,73,checkmate,10.0526,95.808,0.2717,2.6613
metrics_minimax_trad_vs_mcts_trad_g6_orig.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,82,draw_3fold_claim,6.3974,112.7124,0.156,2.7491
metrics_minimax_trad_vs_mcts_trad_g7_orig.jsonl,minimax_trad_vs_mcts_trad,0-1,110,checkmate,11.715,144.9501,0.213,2.6355
metrics_minimax_trad_vs_mcts_trad_g8_orig.jsonl,minimax_trad_vs_mcts_trad,1/2-1/2,77,draw_3fold_claim,10.0698,104.2472,0.2582,2.7433
metrics_minimax_trad_vs_mcts_trad_g9_orig.jsonl,minimax_trad_vs_mcts_trad,1-0,51,checkmate,13.9321,69.0356,0.5359,2.7614
metrics_minimax_trad_vs_minimax_nn_g10_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,58,checkmate,10.9681,523.1643,0.3782,18.0401
metrics_minimax_trad_vs_minimax_nn_g11_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,32,checkmate,15.9473,144.9948,0.9967,9.0622
metrics_minimax_trad_vs_minimax_nn_g12_orig.jsonl,minimax_trad_vs_minimax_nn,1/2-1/2,55,draw_3fold_claim,6.3938,275.4258,0.2284,10.201
metrics_minimax_trad_vs_minimax_nn_g13_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,56,checkmate,13.9183,287.6634,0.4971,10.2737
metrics_minimax_trad_vs_minimax_nn_g14_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,82,checkmate,17.9085,727.6904,0.4368,17.7485
metrics_minimax_trad_vs_minimax_nn_g15_orig.jsonl,minimax_trad_vs_minimax_nn,1/2-1/2,135,draw_3fold_claim,10.7097,636.0467,0.1575,9.4932
metrics_minimax_trad_vs_minimax_nn_g16_swap.jsonl,minimax_trad_vs_minimax_nn,0-1,74,checkmate,237.6821,9.9239,6.4238,0.2682
metrics_minimax_trad_vs_minimax_nn_g17_swap.jsonl,minimax_trad_vs_minimax_nn,1-0,61,checkmate,293.6493,4.873,9.4726,0.1624
metrics_minimax_trad_vs_minimax_nn_g18_swap.jsonl,minimax_trad_vs_minimax_nn,1-0,37,checkmate,268.6944,4.1676,14.1418,0.2315
metrics_minimax_trad_vs_minimax_nn_g19_swap.jsonl,minimax_trad_vs_minimax_nn,0-1,106,checkmate,507.973,14.0578,9.5844,0.2652
metrics_minimax_trad_vs_minimax_nn_g1_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,70,checkmate,12.0956,489.9702,0.3456,13.9991
metrics_minimax_trad_vs_minimax_nn_g20_swap.jsonl,minimax_trad_vs_minimax_nn,1-0,103,checkmate,717.4174,11.1268,13.7965,0.2182
metrics_minimax_trad_vs_minimax_nn_g21_swap.jsonl,minimax_trad_vs_minimax_nn,1/2-1/2,99,draw_3fold_claim,365.7339,17.7126,7.3147,0.3615
