label,side,eval_mean,eval_std,eval_median,time_s_mean,time_s_std,time_s_median,phase_mean,phase_std,phase_median,iterations_mean,iterations_std,iterations_median,nodes_created_mean,nodes_created_std,nodes_created_median,max_depth_mean,max_depth_std,max_depth_median,eval_calls_mean,eval_calls_std,eval_calls_median,eval_cache_hits_mean,eval_cache_hits_std,eval_cache_hits_median,skipped_terminals_mean,skipped_terminals_std,skipped_terminals_median,reused_visits_mean,reused_visits_std,reused_visits_median,root_children_count_mean,root_children_count_std,root_children_count_median,best_child_visits_mean,best_child_visits_std,best_child_visits_median,root_visit_entropy_mean,root_visit_entropy_std,root_visit_entropy_median,convergence_point_mean,convergence_point_std,convergence_point_median,avg_backprop_depth_mean,avg_backprop_depth_std,avg_backprop_depth_median,c_puct_mean,c_puct_std,c_puct_median,throughput_iter_per_s_mean,throughput_iter_per_s_std,throughput_iter_per_s_median,throughput_eval_per_s_mean,throughput_eval_per_s_std,throughput_eval_per_s_median,eval_cache_hit_rate_mean,eval_cache_hit_rate_std,eval_cache_hit_rate_median,nodes_searched_mean,nodes_searched_std,nodes_searched_median,depth_completed_mean,depth_completed_std,depth_completed_median,tt_lookups_mean,tt_lookups_std,tt_lookups_median,tt_hits_mean,tt_hits_std,tt_hits_median,tt_cutoffs_mean,tt_cutoffs_std,tt_cutoffs_median,nmp_attempts_mean,nmp_attempts_std,nmp_attempts_median,nmp_cutoffs_mean,nmp_cutoffs_std,nmp_cutoffs_median,rfp_cutoffs_mean,rfp_cutoffs_std,rfp_cutoffs_median,futility_prunes_mean,futility_prunes_std,futility_prunes_median,lmp_prunes_mean,lmp_prunes_std,lmp_prunes_median,see_prunes_mean,see_prunes_std,see_prunes_median,check_extensions_mean,check_extensions_std,check_extensions_median,aspiration_researches_mean,aspiration_researches_std,aspiration_researches_median,qs_nodes_mean,qs_nodes_std,qs_nodes_median,qs_max_depth_mean,qs_max_depth_std,qs_max_depth_median,see_calls_mean,see_calls_std,see_calls_median,tt_size_mean,tt_size_std,tt_size_median,tt_hit_rate_mean,tt_hit_rate_std,tt_hit_rate_median,tt_cutoff_rate_mean,tt_cutoff_rate_std,tt_cutoff_rate_median,nmp_success_rate_mean,nmp_success_rate_std,nmp_success_rate_median,ebf_mean_mean,ebf_mean_std,ebf_mean_median
mcts_trad_vs_mcts_nn,BLACK,0.6269041727414717,0.24499031604100047,0.6702711305884191,5.457404080310881,4.406762751469717,2.8536,0.3291261988755374,0.35232540837915294,0.2182978723404255,34343.73251295337,237238.27707138812,1280.0,2537.3167098445597,3587.317421687986,896.0,7.159974093264249,3.322334170657571,7.0,2535.0259067357515,3585.2291109052203,891.5,648.4054404145078,2212.52378513811,51.0,31806.415803108808,237495.0432749283,0.0,455.83290155440415,1483.982516996366,24.0,23.189766839378237,12.908707775488725,25.0,1592.7687823834196,2797.221089815977,221.5,1.8026999352331605,0.7472656726721167,1.85655,0.3164157383419689,0.3298972557975193,0.2109,4.832674870466321,1.5681257729890445,4.62,2.0,0.0,2.0,12694.234002590674,87858.27062017318,473.05,914.9362046632124,1325.571449778555,316.75,0.11233594559585491,0.16563957912212882,0.0469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcts_trad_vs_mcts_nn,WHITE,0.6574129813096404,0.2510533913666985,0.7245488356433771,5.375907326478149,3.8839998903553923,3.04315,0.3292454739375376,0.354978723767907,0.19148936170212766,37818.76542416452,181054.68046924626,256.0,2985.6542416452444,5299.083795951499,128.0,6.987146529562982,3.3418079449926874,6.0,2984.0938303341904,5297.966195489886,128.0,1148.8245501285346,3812.1472939883274,16.0,34833.11118251928,181356.602500749,0.0,575.3213367609254,2371.183776339971,24.0,23.853470437017997,13.249002662450017,25.0,1823.2011568123394,4118.02484106935,117.0,1.8100956298200515,0.7626607357947651,1.8497,0.27261233933161955,0.3180994347998597,0.11985,4.738766066838046,1.6585599516103557,4.34,2.0,0.0,2.0,13990.796401028278,67050.10801224831,69.3,1091.1688303341903,1969.615035665382,43.2,0.11946433161953729,0.1966537662369576,0.0352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minimax_nn_vs_mcts_nn,BLACK,-14774.209560699324,120695.6214055677,0.5892367324350192,11.878437169517886,10.650217762635226,9.5306,0.46796929287581485,0.335660291170464,0.5319148936170213,337.0017123287671,4904.656554681437,128.0,134.0,42.44540434386552,128.0,4.467465753424658,1.2070276274832474,4.0,133.86986301369862,42.33716884138994,128.0,7.070205479452055,26.52724808965019,0.0,203.00171232876713,4905.758045573825,0.0,11.79109589041096,22.712707685173992,2.0,20.88527397260274,12.895364183322707,24.0,71.35958904109589,42.54362076452065,65.0,1.7078993150684931,0.7681879765661966,1.8143,0.29535941780821917,0.29890958478584695,0.2188,3.699246575342466,0.6779940502948751,3.545,2.0,0.0,2.0,92.6482876712329,1817.5011868731285,13.350000000000001,17.370205479452057,18.407255895366376,13.350000000000001,0.036517808219178084,0.10183505964831319,0.0,525.0641025641025,433.6087465681545,403.5,3.0,0.0,3.0,524.6595441595441,432.90608343740104,401.5,21.132478632478634,47.059871410030894,8.0,8.326210826210826,23.929768189289877,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43.12678062678063,29.339415594938504,40.0,36.55128205128205,47.53600113061176,24.0,828.6566951566952,796.0622814002005,601.5,50.54985754985755,60.613150399943855,28.0,70.20797720797721,90.86141596971898,34.5,0.9316239316239316,0.886350729598688,1.0,446.951566951567,437.41332844898136,300.0,3.8034188034188032,2.2493846978841368,4.0,268.6182336182336,293.61694379127067,174.0,3586.0754985754984,2873.363832882602,2829.5,0.044773219373219375,0.10478908833250763,0.01745,0.4073807692307692,0.36822366166187814,0.3333,0.0,0.0,0.0,4.120840455840455,2.810498761237975,3.435
minimax_nn_vs_mcts_nn,WHITE,16936.647510428436,129081.1423453355,0.6969919682693457,11.698441339491916,11.01019657185842,8.7076,0.4722290468936825,0.3369282606143214,0.5531914893617021,16525.957446808512,161198.65380757995,128.0,132.66524822695035,38.33722597831569,128.0,4.3673758865248224,1.2499145683249306,4.0,132.49929078014185,37.97487674372147,128.0,5.709219858156028,17.49859531987993,0.0,16393.29219858156,161209.23533061132,0.0,9.995744680851065,16.858493072772536,1.0,24.507801418439715,12.655409320687564,27.0,63.797163120567376,39.021628514718394,59.0,1.9202636879432626,0.6916740943734185,2.0545,0.3063282269503546,0.3086704848112058,0.2266,3.5833617021276596,0.6991581105787217,3.42,2.0,0.0,2.0,6090.406950354611,59700.673698655344,15.3,19.352056737588654,18.130559473302483,15.2,0.03345205673758865,0.08249224446602385,0.0,591.9848484848485,510.2672329389679,457.0,3.0,0.0,3.0,591.9309764309764,510.27599279176195,457.0,35.07070707070707,68.62412014447808,11.0,15.957912457912458,40.2611615102891,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.505050505050505,33.587731761328676,49.0,47.54208754208754,56.89867696016267,32.0,1146.9646464646464,1039.761874620804,904.5,64.5,86.54395309826805,36.0,91.03872053872054,101.3425402839801,56.5,0.877104377104377,0.8574921467087318,1.0,560.5286195286195,753.5435680571609,352.0,4.417508417508418,2.1260679936815317,4.0,361.9949494949495,524.5298561164902,218.0,3456.993265993266,2945.616843748317,2517.5,0.06131632996632997,0.11506300797262699,0.026250000000000002,0.44949865319865323,0.3835653925812932,0.4,0.0,0.0,0.0,3.777828282828283,2.3823416210670847,3.24
minimax_nn_vs_mcts_trad,BLACK,-50144.95426655309,218347.44473738683,0.36000680430535525,7.772806171648987,9.555788367747068,2.9294,0.44349596832105703,0.35985291776851563,0.40893617021276596,18093.69172932331,138689.10793837038,2688.0,3501.7593984962405,2923.3106638998265,2560.0,8.716165413533835,2.734360072229315,9.0,3498.0093984962405,2921.846392399468,2560.0,644.8007518796992,1276.7412723843477,119.5,14591.932330827067,138931.3220223052,0.0,407.1372180451128,869.827178305438,77.0,26.526315789473685,13.523964332243272,30.0,2078.2349624060153,2333.3972419132097,1279.0,1.8059238721804511,0.936672084415262,1.86755,0.2710389097744361,0.3081566036330406,0.14305,5.357048872180451,1.4045567936841237,5.285,2.0,0.0,2.0,6711.3449248120305,51356.71979279869,994.7,1296.1234962406015,1092.368093435594,971.45,0.10044642857142858,0.1233338256457901,0.0503,576.7029702970297,548.1008181314802,403.0,3.0,0.0,3.0,576.2910891089109,547.3763435951369,403.0,41.633663366336634,99.59112071287664,10.0,20.857425742574257,63.92626169139127,4.0,0.0,0.0,0.0,0.0,0.0,0.0,43.17821782178218,30.051871834975486,41.0,40.176237623762376,55.58850577153226,25.0,817.5861386138614,743.8595330882109,643.0,43.934653465346535,53.8524741801721,25.0,104.64950495049504,164.86033628773552,52.0,0.8415841584158416,0.8467101749615784,1.0,537.6475247524752,614.1757272372402,309.0,4.423762376237624,1.9402354481393658,4.0,292.53267326732674,343.1071831205386,183.0,2510.4059405940593,2065.664048165934,2077.0,0.05523544554455445,0.08589875910929896,0.0223,0.4405390099009901,0.37208282659141334,0.3571,0.0,0.0,0.0,4.3608514851485145,3.630341312242661,3.59
minimax_nn_vs_mcts_trad,WHITE,36087.39242732441,191621.69693866608,0.5555182872237006,8.22281329534663,10.104360991867198,3.0008,0.44604614980501506,0.35300688316840817,0.4578723404255318,16557.003937007874,122371.7787044139,2816.0,3204.75,2200.255105009489,2755.5,9.163385826771654,2.6264618269748605,9.0,3201.1318897637793,2198.238044732293,2743.0,495.96062992125985,1041.8564045384126,141.0,13352.253937007874,122616.63034121119,0.0,539.3307086614174,1053.551960097431,96.0,27.54527559055118,13.363818108634423,30.0,2040.8503937007874,1888.7552461715813,1517.0,1.7095309055118109,0.8523981621252151,1.7551,0.27192539370078744,0.30893798277969414,0.13985,5.590393700787402,1.4274387217180444,5.465,2.0,0.0,2.0,6138.099606299213,45316.314046464024,1063.75,1191.4149606299213,837.6013749547179,1016.45,0.09986456692913386,0.1263738711524993,0.05625,589.5706422018349,532.2299051449976,427.0,3.0,0.0,3.0,589.5064220183486,532.2517479655266,427.0,32.32660550458716,75.74592136442675,10.0,11.359633027522936,25.52779309798085,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48.26422018348624,33.6395784134371,44.0,43.655045871559636,73.436361363186,24.0,966.0623853211009,895.733514606411,684.0,49.194495412844034,59.41212281421091,28.0,89.27889908256881,115.6867252360641,52.0,0.8366972477064221,0.8450396517039717,1.0,569.6990825688073,674.4206155176356,353.0,4.240366972477064,2.2193632858311902,4.0,317.943119266055,417.408287823719,195.0,2758.9853211009176,1944.2357119085636,2420.0,0.044620550458715595,0.06404498519301031,0.0229,0.4550051376146789,0.37601683308107525,0.3793,0.0,0.0,0.0,4.735853211009174,4.767864669621521,3.65
minimax_trad_vs_mcts_nn,BLACK,-1814.0594503037773,42575.543865507854,0.8451205749441423,4.072556503327284,5.251304289850477,2.7037,0.32704586116796025,0.35336843948467245,0.1953191489361702,13322.364386792453,125201.64542559168,128.0,163.8125,156.72188342912614,128.0,4.462264150943396,1.3539885776019278,4.0,163.62264150943398,156.66850091767336,128.0,26.43632075471698,119.79265124863375,1.0,13158.551886792453,125214.45092810778,0.0,12.672169811320755,27.418761904529344,3.0,18.27948113207547,11.853033674403294,18.0,71.37853773584905,45.54989336519492,64.0,1.7426935141509434,0.7144213346102662,1.82155,0.25967877358490565,0.3179787240102229,0.1016,3.7655424528301884,0.7299845144576234,3.59,2.0,0.0,2.0,4907.035259433962,46368.34888470409,19.45,33.87735849056604,59.85925331096035,19.1,0.06395896226415095,0.1323481873917721,0.0078,485.5950310559006,366.6042506466534,410.0,3.0,0.0,3.0,485.1975155279503,366.57137657374847,409.0,38.059627329192544,52.82522032936559,18.0,11.68944099378882,18.273365069296347,5.0,0.0,0.0,0.0,0.0,0.0,0.0,28.767701863354038,33.276684953628475,20.0,67.5304347826087,80.18055266277632,49.0,713.2347826086957,758.7206981450025,485.0,40.20248447204969,58.770042575001455,17.0,79.56521739130434,88.64694511497626,58.0,0.8322981366459627,0.7841402495118354,1.0,552.5031055900621,684.3112919798554,373.0,4.752795031055901,2.4646269159451175,5.0,406.3031055900621,591.3220053261005,198.0,4132.483229813664,2628.3017877220236,3839.0,0.09025490683229813,0.14663228483732507,0.0495,0.4014598757763975,0.3582369611594826,0.3305,0.0,0.0,0.0,4.4998757763975155,4.480771159471806,3.7
minimax_trad_vs_mcts_nn,WHITE,4796.233510137296,69108.54759662907,0.7998014842581322,3.6306188848920864,4.282536398014732,0.77945,0.334690928108577,0.3594584280202463,0.19148936170212766,44519.55061728395,310809.65071407304,128.0,142.7320987654321,78.9797494458964,128.0,4.454320987654321,1.326169925248788,4.0,142.4777777777778,78.98288919858373,128.0,12.164197530864197,50.71158860115603,1.0,44376.81851851852,310826.27647139714,0.0,10.538271604938272,17.666646540177986,2.0,19.77283950617284,11.506015112497392,20.5,65.34938271604938,51.804402081485485,58.0,1.8154162962962963,0.6989662997873567,1.9306999999999999,0.25231395061728396,0.30384657042479496,0.125,3.6757654320987654,0.7098548533125941,3.54,2.0,0.0,2.0,16460.203580246914,115107.06280225745,19.65,26.17111111111111,29.49898458372682,18.9,0.04644123456790123,0.10317705091399719,0.0078,502.12354312354313,366.2932061076761,436.5,3.0,0.0,3.0,501.8076923076923,366.10409928874304,435.5,42.46270396270396,54.68453398653191,21.0,12.819347319347319,22.52624552079476,6.0,0.0,0.0,0.0,0.0,0.0,0.0,34.921911421911425,42.636174429363884,23.0,66.61538461538461,70.87813161570931,48.0,928.9382284382284,1028.1928906827418,613.5,53.13053613053613,78.68154638098075,23.0,84.4020979020979,88.33770380711393,62.5,0.8438228438228438,0.7812507258879321,1.0,594.983682983683,682.4332296415344,400.0,4.825174825174825,2.62955471910025,5.0,453.7074592074592,684.9924643967638,222.0,4778.706293706294,3507.275618438663,4051.5,0.10010198135198135,0.1565239693568822,0.058,0.41617517482517485,0.3696031814212561,0.3333,0.0,0.0,0.0,4.550757575757576,5.777933116090969,3.67
minimax_trad_vs_mcts_trad,BLACK,-1363.598009330143,36935.8104536559,0.951739569543633,1.4370957679180887,1.2986739021905036,0.5866,0.32644542879965144,0.35824642449726685,0.19936170212765952,21171.14246196404,83482.67597157165,4224.0,4905.138312586445,3930.121726027981,3968.0,9.351313969571232,2.3475000705733677,9.0,4900.399723374827,3928.074097521989,3963.0,1239.9681881051176,2493.698084948498,356.0,16266.004149377593,84021.03283226653,0.0,433.72337482710924,792.702697126614,111.0,24.441217150760718,12.817072870403972,27.0,2147.3817427385893,2091.788773359584,1455.0,1.90976030428769,0.9020446319447869,1.9155,0.31796998616874134,0.3417086428797167,0.1714,5.550525587828493,1.1260589969664396,5.57,2.0,0.0,2.0,7836.2427385892115,30914.241404266868,1527.8,1810.9040110650071,1456.4921152639288,1448.5,0.15531659751037344,0.15479179726253062,0.1055,422.88814016172506,286.91423978735816,360.0,3.0,0.0,3.0,422.78032345013474,286.97503545662954,360.0,28.02156334231806,40.68508556665648,11.0,9.714285714285714,16.04024243237543,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.257412398921833,30.491427839687027,17.0,63.1455525606469,58.92993484138189,48.0,627.6132075471698,623.9586606848881,489.0,33.075471698113205,46.23923843263242,18.0,64.11455525606469,69.88569096284228,43.5,0.6967654986522911,0.7499637752806141,1.0,481.3167115902965,517.1704634087006,343.0,4.669811320754717,2.414000932925082,5.0,390.36927223719675,584.4513151985001,214.0,3504.6967654986524,2546.2275158448942,2955.5,0.08030983827493261,0.1577423217735694,0.034949999999999995,0.4518159029649596,0.3979969487204004,0.36545,0.0,0.0,0.0,4.352735849056604,4.06721796879681,3.46
minimax_trad_vs_mcts_trad,WHITE,2705.522621759653,104045.09623791241,0.6731781825556262,1.5095870771312585,1.2745130888452634,2.7003,0.3345826735381337,0.36291549668274764,0.20531914893617018,61376.20214190094,184244.52227049883,4096.0,4803.607764390897,4629.903223974693,3584.0,9.417670682730924,2.4285187695780666,9.0,4799.240963855422,4627.521814419783,3583.0,1486.8460508701473,3464.42957699565,264.0,56572.59437751004,185068.11456747627,0.0,627.4819277108434,1350.4172081497838,143.0,26.721552878179384,12.354899550123736,29.0,2602.7041499330658,2759.928916503404,1713.0,1.8372688085676039,0.8403117447524779,1.8914,0.27277014725568943,0.32673573461413563,0.0913,5.547590361445783,1.3896358341458963,5.54,2.0,0.0,2.0,22704.524096385543,68233.48261884938,1509.3,1754.4187416331995,1704.37745744594,1299.4,0.1654289156626506,0.20301844544172165,0.0827,544.1833105335157,402.906732190426,463.0,3.0,0.0,3.0,544.1340629274965,402.9418919694016,463.0,43.238030095759235,54.783316413029,24.0,16.974008207934336,23.89126355357192,9.0,0.0,0.0,0.0,0.0,0.0,0.0,32.02872777017784,36.137416512734134,20.0,68.01778385772914,63.492948252713155,53.0,880.7250341997265,861.9251610170967,582.0,34.296853625170996,44.88934008314739,14.0,111.74008207934337,131.60610915367337,79.0,0.6716826265389877,0.7207338634168863,1.0,598.3461012311901,708.3470024926049,404.0,4.822161422708619,2.2979684252608976,5.0,392.155950752394,551.7296640759763,194.0,4210.581395348837,3085.4789290789786,3768.0,0.08406347469220246,0.12152968268560317,0.0546,0.514490560875513,0.3646019784902438,0.5,0.0,0.0,0.0,4.321969904240766,2.6159638374971856,3.64
