"Matchup","Game","White","Black","Swapped","OpeningIdx","Result","Termination","TimeSec","ExitCode"
"minimax_nn_vs_mcts_trad","1","MINIMAX_NN","MCTS_TRAD","False","0","1-0","checkmate","493,61","0"
"minimax_nn_vs_mcts_trad","2","MINIMAX_NN","MCTS_TRAD","False","1","1-0","checkmate","414,42","0"
"minimax_nn_vs_mcts_trad","3","MINIMAX_NN","MCTS_TRAD","False","2","1-0","checkmate","359,84","0"
"minimax_nn_vs_mcts_trad","4","MINIMAX_NN","MCTS_TRAD","False","3","1/2-1/2","draw_3fold_claim","643,19","0"
"minimax_nn_vs_mcts_trad","5","MINIMAX_NN","MCTS_TRAD","False","4","1/2-1/2","draw_3fold_claim","699,82","0"
"minimax_nn_vs_mcts_trad","6","MINIMAX_NN","MCTS_TRAD","False","5","1/2-1/2","draw_insufficient","1190,83","0"
"minimax_nn_vs_mcts_trad","7","MINIMAX_NN","MCTS_TRAD","False","6","1/2-1/2","draw_3fold_claim","584,62","0"
"minimax_nn_vs_mcts_trad","8","MINIMAX_NN","MCTS_TRAD","False","7","1-0","checkmate","815,04","0"
"minimax_nn_vs_mcts_trad","9","MINIMAX_NN","MCTS_TRAD","False","8","1-0","checkmate","407,01","0"
"minimax_nn_vs_mcts_trad","10","MINIMAX_NN","MCTS_TRAD","False","9","1-0","checkmate","457,63","0"
"minimax_nn_vs_mcts_trad","11","MINIMAX_NN","MCTS_TRAD","False","10","1-0","checkmate","459,2","0"
"minimax_nn_vs_mcts_trad","12","MINIMAX_NN","MCTS_TRAD","False","11","1-0","checkmate","349,91","0"
"minimax_nn_vs_mcts_trad","13","MINIMAX_NN","MCTS_TRAD","False","12","1/2-1/2","draw_3fold_claim","615,29","0"
"minimax_nn_vs_mcts_trad","14","MINIMAX_NN","MCTS_TRAD","False","13","1-0","checkmate","929,35","0"
"minimax_nn_vs_mcts_trad","15","MINIMAX_NN","MCTS_TRAD","False","14","1/2-1/2","draw_3fold_claim","314,34","0"
"minimax_nn_vs_mcts_trad","16","MCTS_TRAD","MINIMAX_NN","True","15","1/2-1/2","draw_3fold_claim","79,64","0"
"minimax_nn_vs_mcts_trad","17","MCTS_TRAD","MINIMAX_NN","True","16","0-1","checkmate","528,35","0"
"minimax_nn_vs_mcts_trad","18","MCTS_TRAD","MINIMAX_NN","True","17","1/2-1/2","draw_3fold_claim","1029,09","0"
"minimax_nn_vs_mcts_trad","19","MCTS_TRAD","MINIMAX_NN","True","18","0-1","checkmate","454,12","0"
"minimax_nn_vs_mcts_trad","20","MCTS_TRAD","MINIMAX_NN","True","19","0-1","checkmate","490,85","0"
"minimax_nn_vs_mcts_trad","21","MCTS_TRAD","MINIMAX_NN","True","20","0-1","checkmate","556,4","0"
"minimax_nn_vs_mcts_trad","22","MCTS_TRAD","MINIMAX_NN","True","21","1/2-1/2","draw_3fold_claim","478,43","0"
"minimax_nn_vs_mcts_trad","23","MCTS_TRAD","MINIMAX_NN","True","22","0-1","checkmate","282,86","0"
"minimax_nn_vs_mcts_trad","24","MCTS_TRAD","MINIMAX_NN","True","23","1/2-1/2","draw_3fold_claim","940,86","0"
"minimax_nn_vs_mcts_trad","25","MCTS_TRAD","MINIMAX_NN","True","24","0-1","checkmate","686,32","0"
"minimax_nn_vs_mcts_trad","26","MCTS_TRAD","MINIMAX_NN","True","0","0-1","checkmate","421,02","0"
"minimax_nn_vs_mcts_trad","27","MCTS_TRAD","MINIMAX_NN","True","1","0-1","checkmate","549,77","0"
"minimax_nn_vs_mcts_trad","28","MCTS_TRAD","MINIMAX_NN","True","2","0-1","checkmate","537,45","0"
"minimax_nn_vs_mcts_trad","29","MCTS_TRAD","MINIMAX_NN","True","3","0-1","checkmate","213,62","0"
"minimax_nn_vs_mcts_trad","30","MCTS_TRAD","MINIMAX_NN","True","4","0-1","checkmate","752,64","0"
