Result: Black wins by checkmate

1: f3d4
2: g7g6
3: d4c6
4: b7c6
5: e2e4
6: a8b8
7: e4e5
8: f6g8
9: d1d4
10: d8a5
11: f1d3
12: f8g7
13: c4c5
14: b8b4
15: d3c4
16: c8a6
17: b2b3
18: g8h6
19: e1f1
20: h6f5
21: d4d7
22: e8d7
23: c4a6
24: a5a6
25: c3e2
26: f5d4
27: e5e6
28: d7c8
29: e6f7
30: a6e2
31: f1g1
32: e2e1
