"Matchup","Game","White","Black","Swapped","OpeningIdx","Result","Termination","TimeSec","ExitCode"
"minimax_trad_vs_minimax_nn","1","MINIMAX_TRAD","MINIMAX_NN","False","0","0-1","checkmate","502,68","0"
"minimax_trad_vs_minimax_nn","2","MINIMAX_TRAD","MINIMAX_NN","False","1","0-1","checkmate","364,15","0"
"minimax_trad_vs_minimax_nn","3","MINIMAX_TRAD","MINIMAX_NN","False","2","0-1","checkmate","546,55","0"
"minimax_trad_vs_minimax_nn","4","MINIMAX_TRAD","MINIMAX_NN","False","3","0-1","checkmate","300,43","0"
"minimax_trad_vs_minimax_nn","5","MINIMAX_TRAD","MINIMAX_NN","False","4","0-1","checkmate","643,86","0"
"minimax_trad_vs_minimax_nn","6","MINIMAX_TRAD","MINIMAX_NN","False","5","0-1","checkmate","652,58","0"
"minimax_trad_vs_minimax_nn","7","MINIMAX_TRAD","MINIMAX_NN","False","6","0-1","checkmate","250,29","0"
"minimax_trad_vs_minimax_nn","8","MINIMAX_TRAD","MINIMAX_NN","False","7","0-1","checkmate","486,59","0"
"minimax_trad_vs_minimax_nn","9","MINIMAX_TRAD","MINIMAX_NN","False","8","0-1","checkmate","588,23","0"
"minimax_trad_vs_minimax_nn","10","MINIMAX_TRAD","MINIMAX_NN","False","9","0-1","checkmate","534,58","0"
"minimax_trad_vs_minimax_nn","11","MINIMAX_TRAD","MINIMAX_NN","False","10","0-1","checkmate","161,45","0"
"minimax_trad_vs_minimax_nn","12","MINIMAX_TRAD","MINIMAX_NN","False","11","1/2-1/2","draw_3fold_claim","282,3","0"
"minimax_trad_vs_minimax_nn","13","MINIMAX_TRAD","MINIMAX_NN","False","12","0-1","checkmate","302,04","0"
"minimax_trad_vs_minimax_nn","14","MINIMAX_TRAD","MINIMAX_NN","False","13","0-1","checkmate","746,17","0"
"minimax_trad_vs_minimax_nn","15","MINIMAX_TRAD","MINIMAX_NN","False","14","1/2-1/2","draw_3fold_claim","647,23","0"
"minimax_trad_vs_minimax_nn","16","MINIMAX_NN","MINIMAX_TRAD","True","15","0-1","checkmate","248,18","0"
"minimax_trad_vs_minimax_nn","17","MINIMAX_NN","MINIMAX_TRAD","True","16","1-0","checkmate","299,1","0"
"minimax_trad_vs_minimax_nn","18","MINIMAX_NN","MINIMAX_TRAD","True","17","1-0","checkmate","273,31","0"
"minimax_trad_vs_minimax_nn","19","MINIMAX_NN","MINIMAX_TRAD","True","18","0-1","checkmate","522,52","0"
"minimax_trad_vs_minimax_nn","20","MINIMAX_NN","MINIMAX_TRAD","True","19","1-0","checkmate","729,03","0"
"minimax_trad_vs_minimax_nn","21","MINIMAX_NN","MINIMAX_TRAD","True","20","1/2-1/2","draw_3fold_claim","383,92","0"
"minimax_trad_vs_minimax_nn","22","MINIMAX_NN","MINIMAX_TRAD","True","21","1/2-1/2","draw_3fold_claim","662,63","0"
"minimax_trad_vs_minimax_nn","23","MINIMAX_NN","MINIMAX_TRAD","True","22","1-0","checkmate","353,73","0"
"minimax_trad_vs_minimax_nn","24","MINIMAX_NN","MINIMAX_TRAD","True","23","1-0","checkmate","453,25","0"
"minimax_trad_vs_minimax_nn","25","MINIMAX_NN","MINIMAX_TRAD","True","24","1-0","checkmate","692,14","0"
"minimax_trad_vs_minimax_nn","26","MINIMAX_NN","MINIMAX_TRAD","True","0","1-0","checkmate","437,34","0"
"minimax_trad_vs_minimax_nn","27","MINIMAX_NN","MINIMAX_TRAD","True","1","1/2-1/2","draw_3fold_claim","588,42","0"
"minimax_trad_vs_minimax_nn","28","MINIMAX_NN","MINIMAX_TRAD","True","2","1-0","checkmate","371,52","0"
"minimax_trad_vs_minimax_nn","29","MINIMAX_NN","MINIMAX_TRAD","True","3","1-0","checkmate","420,83","0"
"minimax_trad_vs_minimax_nn","30","MINIMAX_NN","MINIMAX_TRAD","True","4","1-0","checkmate","546,53","0"
