"Matchup","Game","White","Black","Swapped","OpeningIdx","Result","Termination","TimeSec","ExitCode"
"minimax_nn_d3_vs_stockfish_sk1","1","MINIMAX_NN","STOCKFISH","False","0","1-0","checkmate","325,64","0"
"minimax_nn_d3_vs_stockfish_sk1","2","MINIMAX_NN","STOCKFISH","False","1","1-0","checkmate","608,84","0"
"minimax_nn_d3_vs_stockfish_sk1","3","MINIMAX_NN","STOCKFISH","False","2","1-0","checkmate","343,81","0"
"minimax_nn_d3_vs_stockfish_sk1","4","MINIMAX_NN","STOCKFISH","False","3","1-0","checkmate","129,34","0"
"minimax_nn_d3_vs_stockfish_sk1","5","MINIMAX_NN","STOCKFISH","False","4","1-0","checkmate","565,64","0"
"minimax_nn_d3_vs_stockfish_sk1","6","MINIMAX_NN","STOCKFISH","False","5","1-0","checkmate","475,46","0"
"minimax_nn_d3_vs_stockfish_sk1","7","MINIMAX_NN","STOCKFISH","False","6","1-0","checkmate","398,93","0"
"minimax_nn_d3_vs_stockfish_sk1","8","MINIMAX_NN","STOCKFISH","False","7","1-0","checkmate","319,79","0"
"minimax_nn_d3_vs_stockfish_sk1","9","MINIMAX_NN","STOCKFISH","False","8","1-0","checkmate","545,86","0"
"minimax_nn_d3_vs_stockfish_sk1","10","MINIMAX_NN","STOCKFISH","False","9","1-0","checkmate","459,89","0"
"minimax_nn_d3_vs_stockfish_sk1","11","STOCKFISH","MINIMAX_NN","True","10","0-1","checkmate","610,2","0"
"minimax_nn_d3_vs_stockfish_sk1","12","STOCKFISH","MINIMAX_NN","True","11","0-1","checkmate","476,45","0"
"minimax_nn_d3_vs_stockfish_sk1","13","STOCKFISH","MINIMAX_NN","True","12","0-1","checkmate","480,47","0"
"minimax_nn_d3_vs_stockfish_sk1","14","STOCKFISH","MINIMAX_NN","True","13","0-1","checkmate","275,94","0"
"minimax_nn_d3_vs_stockfish_sk1","15","STOCKFISH","MINIMAX_NN","True","14","0-1","checkmate","568,28","0"
"minimax_nn_d3_vs_stockfish_sk1","16","STOCKFISH","MINIMAX_NN","True","15","0-1","checkmate","141,72","0"
