Result: White wins by checkmate

1: c3a4
2: c5b6
3: g1f3
4: b8c6
5: e1g1
6: c8g4
7: h2h3
8: g4h5
9: a4b6
10: c6d4
11: b6a8
12: h5f3
13: g2f3
14: f6h5
15: a8c7
16: e8e7
17: c7d5
18: e7e8
19: c2c3
20: d8h4
21: c3d4
22: e8d8
23: d1a4
24: f7f5
25: a4a7
26: f5e4
27: a7b8
28: d8d7
29: b8b7
30: d7e8
31: b7c8
32: e8f7
33: c8d7
34: f7g6
35: d5e7
36: h4e7
37: d7g4
38: g6f6
39: g4g5
