Result: White wins by checkmate

1: d1f3
2: e7e6
3: f1d3
4: d8d4
5: g1e2
6: d4b6
7: e2c3
8: b8d7
9: h2h4
10: d7e5
11: f3f4
12: e5d3
13: c2d3
14: a8d8
15: e1g1
16: d8d3
17: h4h5
18: g8f6
19: c1e3
20: d3e3
21: e4f6
22: g7f6
23: f2e3
24: b6b2
25: f4b8
26: e8e7
27: b8c7
28: e7e8
29: c7c8
30: e8e7
31: a1d1
32: b2g2
33: g1g2
34: f5h3
35: g2h3
36: c6c5
37: c8d8
