file,label,result,total_moves,termination,total_time_white,total_time_black,avg_time_white,avg_time_black
metrics_mcts_nn_vs_stockfish_sk10_g10_orig.jsonl,mcts_nn_vs_stockfish_sk10,0-1,72,checkmate,289.7307,1.6778,8.0481,0.0466
metrics_mcts_nn_vs_stockfish_sk10_g11_swap.jsonl,mcts_nn_vs_stockfish_sk10,1/2-1/2,126,draw_3fold_claim,2.2561,817.0806,0.0358,12.9695
metrics_mcts_nn_vs_stockfish_sk10_g12_swap.jsonl,mcts_nn_vs_stockfish_sk10,1-0,159,checkmate,2.8092,729.6719,0.0351,9.2364
metrics_mcts_nn_vs_stockfish_sk10_g13_swap.jsonl,mcts_nn_vs_stockfish_sk10,1-0,95,checkmate,1.7354,422.942,0.0362,8.9988
metrics_mcts_nn_vs_stockfish_sk10_g14_swap.jsonl,mcts_nn_vs_stockfish_sk10,1/2-1/2,146,draw_3fold_claim,3.6538,736.2259,0.0501,10.0853
metrics_mcts_nn_vs_stockfish_sk10_g15_swap.jsonl,mcts_nn_vs_stockfish_sk10,1-0,63,checkmate,0.5356,289.4108,0.0167,9.3358
metrics_mcts_nn_vs_stockfish_sk10_g16_swap.jsonl,mcts_nn_vs_stockfish_sk10,1/2-1/2,131,draw_3fold_claim,3.8799,552.0338,0.0588,8.4928
metrics_mcts_nn_vs_stockfish_sk10_g17_swap.jsonl,mcts_nn_vs_stockfish_sk10,1-0,45,checkmate,1.0371,188.793,0.0451,8.5815
metrics_mcts_nn_vs_stockfish_sk10_g18_swap.jsonl,mcts_nn_vs_stockfish_sk10,1-0,53,checkmate,0.9009,194.8506,0.0334,7.4943
metrics_mcts_nn_vs_stockfish_sk10_g19_swap.jsonl,mcts_nn_vs_stockfish_sk10,1-0,61,checkmate,0.7011,202.9538,0.0226,6.7651
metrics_mcts_nn_vs_stockfish_sk10_g1_orig.jsonl,mcts_nn_vs_stockfish_sk10,0-1,86,checkmate,468.6125,2.6184,10.898,0.0609
metrics_mcts_nn_vs_stockfish_sk10_g20_swap.jsonl,mcts_nn_vs_stockfish_sk10,1-0,29,checkmate,0.7664,139.3578,0.0511,9.9541
metrics_mcts_nn_vs_stockfish_sk10_g2_orig.jsonl,mcts_nn_vs_stockfish_sk10,1/2-1/2,191,draw_3fold_claim,1016.6278,4.8114,10.5899,0.0506
metrics_mcts_nn_vs_stockfish_sk10_g3_orig.jsonl,mcts_nn_vs_stockfish_sk10,0-1,78,checkmate,330.4101,1.71,8.4721,0.0438
metrics_mcts_nn_vs_stockfish_sk10_g4_orig.jsonl,mcts_nn_vs_stockfish_sk10,0-1,40,checkmate,204.3205,0.902,10.216,0.0451
metrics_mcts_nn_vs_stockfish_sk10_g5_orig.jsonl,mcts_nn_vs_stockfish_sk10,0-1,50,checkmate,178.3618,0.9028,7.1345,0.0361
metrics_mcts_nn_vs_stockfish_sk10_g6_orig.jsonl,mcts_nn_vs_stockfish_sk10,1/2-1/2,217,draw_3fold_claim,595.6812,2.2665,5.465,0.021
metrics_mcts_nn_vs_stockfish_sk10_g7_orig.jsonl,mcts_nn_vs_stockfish_sk10,0-1,98,checkmate,453.6795,1.7929,9.2588,0.0366
metrics_mcts_nn_vs_stockfish_sk10_g8_orig.jsonl,mcts_nn_vs_stockfish_sk10,1/2-1/2,62,draw_3fold_claim,317.1093,1.9142,10.2293,0.0617
metrics_mcts_nn_vs_stockfish_sk10_g9_orig.jsonl,mcts_nn_vs_stockfish_sk10,0-1,92,checkmate,302.18,1.1068,6.5691,0.0241
metrics_mcts_nn_vs_stockfish_sk13_g10_orig.jsonl,mcts_nn_vs_stockfish_sk13,0-1,48,checkmate,246.2326,0.989,10.2597,0.0412
metrics_mcts_nn_vs_stockfish_sk13_g11_swap.jsonl,mcts_nn_vs_stockfish_sk13,1/2-1/2,30,draw_3fold_claim,0.8326,174.1554,0.0555,11.6104
metrics_mcts_nn_vs_stockfish_sk13_g12_swap.jsonl,mcts_nn_vs_stockfish_sk13,1-0,87,checkmate,0.8358,282.4079,0.019,6.5676
metrics_mcts_nn_vs_stockfish_sk13_g13_swap.jsonl,mcts_nn_vs_stockfish_sk13,1-0,73,checkmate,0.9298,354.8145,0.0251,9.856
metrics_mcts_nn_vs_stockfish_sk13_g14_swap.jsonl,mcts_nn_vs_stockfish_sk13,1-0,49,checkmate,0.7186,185.9131,0.0287,7.7464
metrics_mcts_nn_vs_stockfish_sk13_g15_swap.jsonl,mcts_nn_vs_stockfish_sk13,1-0,35,checkmate,0.8738,273.3351,0.0485,16.0785
metrics_mcts_nn_vs_stockfish_sk13_g16_swap.jsonl,mcts_nn_vs_stockfish_sk13,1-0,41,checkmate,0.8407,221.7132,0.04,11.0857
metrics_mcts_nn_vs_stockfish_sk13_g17_swap.jsonl,mcts_nn_vs_stockfish_sk13,1-0,69,checkmate,1.9309,394.5877,0.0552,11.6055
metrics_mcts_nn_vs_stockfish_sk13_g18_swap.jsonl,mcts_nn_vs_stockfish_sk13,1-0,151,checkmate,2.3458,411.1417,0.0309,5.4819
metrics_mcts_nn_vs_stockfish_sk13_g19_swap.jsonl,mcts_nn_vs_stockfish_sk13,1/2-1/2,196,draw_3fold_claim,5.0577,1215.013,0.0516,12.3981
metrics_mcts_nn_vs_stockfish_sk13_g1_orig.jsonl,mcts_nn_vs_stockfish_sk13,1/2-1/2,111,draw_insufficient,582.3274,3.1014,10.3987,0.0564
metrics_mcts_nn_vs_stockfish_sk13_g20_swap.jsonl,mcts_nn_vs_stockfish_sk13,1/2-1/2,159,draw_3fold_claim,3.9184,860.7755,0.049,10.8959
metrics_mcts_nn_vs_stockfish_sk13_g2_orig.jsonl,mcts_nn_vs_stockfish_sk13,0-1,68,checkmate,256.2517,1.1247,7.5368,0.0331
metrics_mcts_nn_vs_stockfish_sk13_g3_orig.jsonl,mcts_nn_vs_stockfish_sk13,0-1,72,checkmate,431.7592,1.5577,11.9933,0.0433
metrics_mcts_nn_vs_stockfish_sk13_g4_orig.jsonl,mcts_nn_vs_stockfish_sk13,1/2-1/2,125,draw_3fold_claim,529.814,2.2742,8.4097,0.0367
metrics_mcts_nn_vs_stockfish_sk13_g5_orig.jsonl,mcts_nn_vs_stockfish_sk13,0-1,68,checkmate,292.4959,1.1538,8.6028,0.0339
metrics_mcts_nn_vs_stockfish_sk13_g6_orig.jsonl,mcts_nn_vs_stockfish_sk13,0-1,88,checkmate,469.4063,2.1592,10.6683,0.0491
metrics_mcts_nn_vs_stockfish_sk13_g7_orig.jsonl,mcts_nn_vs_stockfish_sk13,0-1,52,checkmate,271.8834,1.4039,10.4571,0.054
metrics_mcts_nn_vs_stockfish_sk13_g8_orig.jsonl,mcts_nn_vs_stockfish_sk13,0-1,136,checkmate,552.6525,3.5128,8.1272,0.0517
metrics_mcts_nn_vs_stockfish_sk13_g9_orig.jsonl,mcts_nn_vs_stockfish_sk13,0-1,68,checkmate,404.7162,1.2847,11.9034,0.0378
metrics_mcts_nn_vs_stockfish_sk15_g10_orig.jsonl,mcts_nn_vs_stockfish_sk15,1/2-1/2,139,draw_insufficient,656.3723,4.3101,9.3767,0.0625
metrics_mcts_nn_vs_stockfish_sk15_g11_swap.jsonl,mcts_nn_vs_stockfish_sk15,1-0,69,checkmate,0.84,265.2945,0.024,7.8028
metrics_mcts_nn_vs_stockfish_sk15_g12_swap.jsonl,mcts_nn_vs_stockfish_sk15,1-0,17,checkmate,0.1135,52.2478,0.0126,6.531
metrics_mcts_nn_vs_stockfish_sk15_g13_swap.jsonl,mcts_nn_vs_stockfish_sk15,1-0,57,checkmate,0.5957,280.9062,0.0205,10.0324
metrics_mcts_nn_vs_stockfish_sk15_g14_swap.jsonl,mcts_nn_vs_stockfish_sk15,1-0,65,checkmate,1.3119,276.7311,0.0398,8.6478
metrics_mcts_nn_vs_stockfish_sk15_g15_swap.jsonl,mcts_nn_vs_stockfish_sk15,1-0,79,checkmate,1.1234,379.4094,0.0281,9.7284
metrics_mcts_nn_vs_stockfish_sk15_g16_swap.jsonl,mcts_nn_vs_stockfish_sk15,1/2-1/2,40,draw_3fold_claim,1.3806,486.7647,0.069,24.3382
metrics_mcts_nn_vs_stockfish_sk15_g17_swap.jsonl,mcts_nn_vs_stockfish_sk15,1-0,87,checkmate,1.5849,303.9777,0.036,7.0692
metrics_mcts_nn_vs_stockfish_sk15_g18_swap.jsonl,mcts_nn_vs_stockfish_sk15,1-0,71,checkmate,0.7001,249.2555,0.0194,7.1216
metrics_mcts_nn_vs_stockfish_sk15_g19_swap.jsonl,mcts_nn_vs_stockfish_sk15,1-0,45,checkmate,0.483,151.7969,0.021,6.8999
metrics_mcts_nn_vs_stockfish_sk15_g1_orig.jsonl,mcts_nn_vs_stockfish_sk15,0-1,198,checkmate,778.5446,3.3075,7.8641,0.0334
metrics_mcts_nn_vs_stockfish_sk15_g20_swap.jsonl,mcts_nn_vs_stockfish_sk15,1-0,43,checkmate,0.9521,175.2435,0.0433,8.3449
metrics_mcts_nn_vs_stockfish_sk15_g2_orig.jsonl,mcts_nn_vs_stockfish_sk15,0-1,62,checkmate,302.9883,1.679,9.7738,0.0542
metrics_mcts_nn_vs_stockfish_sk15_g3_orig.jsonl,mcts_nn_vs_stockfish_sk15,0-1,106,checkmate,548.1049,2.0212,10.3416,0.0381
metrics_mcts_nn_vs_stockfish_sk15_g4_orig.jsonl,mcts_nn_vs_stockfish_sk15,0-1,148,checkmate,642.4208,3.3026,8.6814,0.0446
metrics_mcts_nn_vs_stockfish_sk15_g5_orig.jsonl,mcts_nn_vs_stockfish_sk15,0-1,64,checkmate,269.6772,1.0932,8.4274,0.0342
metrics_mcts_nn_vs_stockfish_sk15_g6_orig.jsonl,mcts_nn_vs_stockfish_sk15,0-1,68,checkmate,339.5171,1.577,9.9858,0.0464
metrics_mcts_nn_vs_stockfish_sk15_g7_orig.jsonl,mcts_nn_vs_stockfish_sk15,1/2-1/2,82,draw_3fold_claim,512.9325,2.7404,12.5105,0.0668
metrics_mcts_nn_vs_stockfish_sk15_g8_orig.jsonl,mcts_nn_vs_stockfish_sk15,1/2-1/2,99,draw_3fold_claim,428.1528,1.5735,8.5631,0.0321
metrics_mcts_nn_vs_stockfish_sk15_g9_orig.jsonl,mcts_nn_vs_stockfish_sk15,1/2-1/2,72,draw_3fold_claim,549.586,2.0166,15.2663,0.056
metrics_mcts_nn_vs_stockfish_sk1_g10_orig.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,85,draw_3fold_claim,385.1299,1.1731,8.9565,0.0279
metrics_mcts_nn_vs_stockfish_sk1_g11_swap.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,100,draw_3fold_claim,1.318,338.9994,0.0264,6.78
metrics_mcts_nn_vs_stockfish_sk1_g12_swap.jsonl,mcts_nn_vs_stockfish_sk1,0-1,62,checkmate,1.92,380.7986,0.0619,12.2838
metrics_mcts_nn_vs_stockfish_sk1_g13_swap.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,164,draw_3fold_claim,4.0888,804.5039,0.0499,9.811
metrics_mcts_nn_vs_stockfish_sk1_g14_swap.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,94,draw_3fold_claim,2.1165,357.6297,0.045,7.6091
metrics_mcts_nn_vs_stockfish_sk1_g15_swap.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,68,draw_3fold_claim,1.2156,209.388,0.0358,6.1585
metrics_mcts_nn_vs_stockfish_sk1_g16_swap.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,89,draw_3fold_claim,0.792,379.0903,0.0176,8.6157
metrics_mcts_nn_vs_stockfish_sk1_g17_swap.jsonl,mcts_nn_vs_stockfish_sk1,0-1,48,checkmate,0.5619,147.3325,0.0234,6.1389
metrics_mcts_nn_vs_stockfish_sk1_g18_swap.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,107,draw_3fold_claim,0.8823,395.5416,0.0163,7.463
