file,label,result,total_moves,termination,total_time_white,total_time_black,avg_time_white,avg_time_black
metrics_mcts_nn_vs_stockfish_sk1_g19_swap.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,62,draw_3fold_claim,1.28,240.5429,0.0413,7.7594
metrics_mcts_nn_vs_stockfish_sk1_g1_orig.jsonl,mcts_nn_vs_stockfish_sk1,1-0,97,checkmate,617.9091,2.1692,12.6104,0.0452
metrics_mcts_nn_vs_stockfish_sk1_g20_swap.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,118,draw_3fold_claim,2.097,654.292,0.0355,11.0897
metrics_mcts_nn_vs_stockfish_sk1_g2_orig.jsonl,mcts_nn_vs_stockfish_sk1,1-0,161,checkmate,735.916,3.2509,9.0854,0.0406
metrics_mcts_nn_vs_stockfish_sk1_g3_orig.jsonl,mcts_nn_vs_stockfish_sk1,1-0,81,checkmate,264.6973,0.9942,6.456,0.0249
metrics_mcts_nn_vs_stockfish_sk1_g4_orig.jsonl,mcts_nn_vs_stockfish_sk1,1-0,77,checkmate,387.3522,1.5375,9.9321,0.0405
metrics_mcts_nn_vs_stockfish_sk1_g5_orig.jsonl,mcts_nn_vs_stockfish_sk1,1-0,45,checkmate,198.3071,0.8088,8.622,0.0368
metrics_mcts_nn_vs_stockfish_sk1_g6_orig.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,82,draw_3fold_claim,437.3556,1.7176,10.6672,0.0419
metrics_mcts_nn_vs_stockfish_sk1_g7_orig.jsonl,mcts_nn_vs_stockfish_sk1,1-0,137,checkmate,703.0943,2.2469,10.1898,0.033
metrics_mcts_nn_vs_stockfish_sk1_g8_orig.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,180,draw_3fold_claim,685.131,2.9299,7.6126,0.0326
metrics_mcts_nn_vs_stockfish_sk1_g9_orig.jsonl,mcts_nn_vs_stockfish_sk1,1/2-1/2,66,draw_3fold_claim,290.1861,1.0436,8.7935,0.0316
metrics_mcts_nn_vs_stockfish_sk20_g10_orig.jsonl,mcts_nn_vs_stockfish_sk20,0-1,76,checkmate,386.5899,0.4683,10.1734,0.0123
metrics_mcts_nn_vs_stockfish_sk20_g11_swap.jsonl,mcts_nn_vs_stockfish_sk20,1/2-1/2,118,draw_3fold_claim,1.0518,566.5876,0.0178,9.6032
metrics_mcts_nn_vs_stockfish_sk20_g12_swap.jsonl,mcts_nn_vs_stockfish_sk20,1-0,45,checkmate,0.1048,109.1464,0.0046,4.9612
metrics_mcts_nn_vs_stockfish_sk20_g13_swap.jsonl,mcts_nn_vs_stockfish_sk20,1/2-1/2,74,draw_3fold_claim,0.4478,288.4165,0.0121,7.795
metrics_mcts_nn_vs_stockfish_sk20_g14_swap.jsonl,mcts_nn_vs_stockfish_sk20,1-0,69,checkmate,0.4166,233.7006,0.0119,6.8735
metrics_mcts_nn_vs_stockfish_sk20_g15_swap.jsonl,mcts_nn_vs_stockfish_sk20,1-0,35,checkmate,0.1864,261.4552,0.0104,15.3797
metrics_mcts_nn_vs_stockfish_sk20_g16_swap.jsonl,mcts_nn_vs_stockfish_sk20,1-0,53,checkmate,0.2497,224.9865,0.0092,8.6533
metrics_mcts_nn_vs_stockfish_sk20_g17_swap.jsonl,mcts_nn_vs_stockfish_sk20,1/2-1/2,37,draw_3fold_claim,0.1745,207.2984,0.0092,11.5166
metrics_mcts_nn_vs_stockfish_sk20_g18_swap.jsonl,mcts_nn_vs_stockfish_sk20,1-0,43,checkmate,0.2057,212.8421,0.0094,10.1353
metrics_mcts_nn_vs_stockfish_sk20_g19_swap.jsonl,mcts_nn_vs_stockfish_sk20,1-0,47,checkmate,0.1732,220.0164,0.0072,9.5659
metrics_mcts_nn_vs_stockfish_sk20_g1_orig.jsonl,mcts_nn_vs_stockfish_sk20,0-1,82,checkmate,401.3575,0.6553,9.7892,0.016
metrics_mcts_nn_vs_stockfish_sk20_g20_swap.jsonl,mcts_nn_vs_stockfish_sk20,1-0,35,checkmate,0.1798,128.9909,0.01,7.5877
metrics_mcts_nn_vs_stockfish_sk20_g2_orig.jsonl,mcts_nn_vs_stockfish_sk20,0-1,60,checkmate,274.8637,0.2928,9.1621,0.0098
metrics_mcts_nn_vs_stockfish_sk20_g3_orig.jsonl,mcts_nn_vs_stockfish_sk20,0-1,50,checkmate,169.0965,0.1826,6.7639,0.0073
metrics_mcts_nn_vs_stockfish_sk20_g4_orig.jsonl,mcts_nn_vs_stockfish_sk20,0-1,82,checkmate,284.0737,0.3492,6.9286,0.0085
metrics_mcts_nn_vs_stockfish_sk20_g5_orig.jsonl,mcts_nn_vs_stockfish_sk20,1/2-1/2,111,draw_3fold_claim,523.6085,0.8265,9.3502,0.015
metrics_mcts_nn_vs_stockfish_sk20_g6_orig.jsonl,mcts_nn_vs_stockfish_sk20,1/2-1/2,54,draw_3fold_claim,523.412,0.516,19.3856,0.0191
metrics_mcts_nn_vs_stockfish_sk20_g7_orig.jsonl,mcts_nn_vs_stockfish_sk20,1/2-1/2,129,draw_3fold_claim,541.1943,0.7024,8.3261,0.011
metrics_mcts_nn_vs_stockfish_sk20_g8_orig.jsonl,mcts_nn_vs_stockfish_sk20,1/2-1/2,239,draw_3fold_claim,834.3942,1.1584,6.9533,0.0097
metrics_mcts_nn_vs_stockfish_sk20_g9_orig.jsonl,mcts_nn_vs_stockfish_sk20,0-1,54,checkmate,416.6569,0.3353,15.4317,0.0124
metrics_mcts_nn_vs_stockfish_sk3_g10_orig.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,160,draw_3fold_claim,464.3163,1.8567,5.804,0.0232
metrics_mcts_nn_vs_stockfish_sk3_g11_swap.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,43,draw_3fold_claim,0.6405,186.5219,0.0291,8.882
metrics_mcts_nn_vs_stockfish_sk3_g12_swap.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,86,draw_3fold_claim,1.7833,354.1146,0.0415,8.2352
metrics_mcts_nn_vs_stockfish_sk3_g13_swap.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,161,draw_3fold_claim,4.1171,871.6229,0.0508,10.8953
metrics_mcts_nn_vs_stockfish_sk3_g14_swap.jsonl,mcts_nn_vs_stockfish_sk3,0-1,58,checkmate,1.7943,290.4104,0.0619,10.0142
metrics_mcts_nn_vs_stockfish_sk3_g15_swap.jsonl,mcts_nn_vs_stockfish_sk3,0-1,104,checkmate,2.7397,463.6052,0.0527,8.9155
metrics_mcts_nn_vs_stockfish_sk3_g16_swap.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,91,draw_3fold_claim,1.0488,362.6238,0.0228,8.0583
metrics_mcts_nn_vs_stockfish_sk3_g17_swap.jsonl,mcts_nn_vs_stockfish_sk3,0-1,126,checkmate,1.9716,488.4888,0.0313,7.7538
metrics_mcts_nn_vs_stockfish_sk3_g18_swap.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,177,draw_3fold_claim,5.0286,776.0952,0.0565,8.8193
metrics_mcts_nn_vs_stockfish_sk3_g19_swap.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,137,draw_3fold_claim,2.4948,574.5328,0.0362,8.449
metrics_mcts_nn_vs_stockfish_sk3_g1_orig.jsonl,mcts_nn_vs_stockfish_sk3,1-0,117,checkmate,609.4892,1.9791,10.3303,0.0341
metrics_mcts_nn_vs_stockfish_sk3_g20_swap.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,52,draw_3fold_claim,2.0746,340.1307,0.0798,13.0819
metrics_mcts_nn_vs_stockfish_sk3_g2_orig.jsonl,mcts_nn_vs_stockfish_sk3,1-0,41,checkmate,201.8247,0.8192,9.6107,0.041
metrics_mcts_nn_vs_stockfish_sk3_g3_orig.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,69,draw_3fold_claim,313.7512,0.8527,8.9643,0.0251
metrics_mcts_nn_vs_stockfish_sk3_g4_orig.jsonl,mcts_nn_vs_stockfish_sk3,1-0,105,checkmate,294.5113,1.8557,5.5568,0.0357
metrics_mcts_nn_vs_stockfish_sk3_g5_orig.jsonl,mcts_nn_vs_stockfish_sk3,1-0,109,checkmate,664.0723,2.9327,12.074,0.0543
metrics_mcts_nn_vs_stockfish_sk3_g6_orig.jsonl,mcts_nn_vs_stockfish_sk3,1-0,53,checkmate,173.9512,0.6635,6.4426,0.0255
metrics_mcts_nn_vs_stockfish_sk3_g7_orig.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,134,draw_insufficient,481.5097,2.0857,7.1867,0.0311
metrics_mcts_nn_vs_stockfish_sk3_g8_orig.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,166,draw_3fold_claim,501.616,1.924,6.0436,0.0232
metrics_mcts_nn_vs_stockfish_sk3_g9_orig.jsonl,mcts_nn_vs_stockfish_sk3,1/2-1/2,152,draw_3fold_claim,746.246,2.4182,9.819,0.0318
metrics_mcts_nn_vs_stockfish_sk5_g10_orig.jsonl,mcts_nn_vs_stockfish_sk5,0-1,54,checkmate,436.3309,1.3314,16.1604,0.0493
metrics_mcts_nn_vs_stockfish_sk5_g11_swap.jsonl,mcts_nn_vs_stockfish_sk5,0-1,116,checkmate,1.392,402.1083,0.024,6.9329
metrics_mcts_nn_vs_stockfish_sk5_g12_swap.jsonl,mcts_nn_vs_stockfish_sk5,1-0,95,checkmate,0.4612,288.934,0.0096,6.1475
metrics_mcts_nn_vs_stockfish_sk5_g13_swap.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,68,draw_3fold_claim,1.7798,373.7118,0.0523,10.9915
metrics_mcts_nn_vs_stockfish_sk5_g14_swap.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,68,draw_3fold_claim,1.2347,246.37,0.0363,7.2462
metrics_mcts_nn_vs_stockfish_sk5_g15_swap.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,152,draw_3fold_claim,3.6954,675.9074,0.0486,8.8935
metrics_mcts_nn_vs_stockfish_sk5_g16_swap.jsonl,mcts_nn_vs_stockfish_sk5,1-0,165,checkmate,1.8239,489.2267,0.022,5.9662
metrics_mcts_nn_vs_stockfish_sk5_g17_swap.jsonl,mcts_nn_vs_stockfish_sk5,1-0,59,checkmate,1.7091,397.1862,0.057,13.6961
metrics_mcts_nn_vs_stockfish_sk5_g18_swap.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,134,draw_3fold_claim,2.5833,602.883,0.0386,8.9983
metrics_mcts_nn_vs_stockfish_sk5_g19_swap.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,166,draw_3fold_claim,4.3092,958.1833,0.0519,11.5444
metrics_mcts_nn_vs_stockfish_sk5_g1_orig.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,160,draw_3fold_claim,712.7653,2.9003,8.9096,0.0363
metrics_mcts_nn_vs_stockfish_sk5_g20_swap.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,131,draw_3fold_claim,3.3917,766.2253,0.0514,11.7881
metrics_mcts_nn_vs_stockfish_sk5_g2_orig.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,97,draw_3fold_claim,611.4275,2.5216,12.4781,0.0525
metrics_mcts_nn_vs_stockfish_sk5_g3_orig.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,92,draw_3fold_claim,441.0704,1.7237,9.5885,0.0375
metrics_mcts_nn_vs_stockfish_sk5_g4_orig.jsonl,mcts_nn_vs_stockfish_sk5,0-1,44,checkmate,173.1602,0.6027,7.8709,0.0274
metrics_mcts_nn_vs_stockfish_sk5_g5_orig.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,147,draw_3fold_claim,394.5321,1.4452,5.3315,0.0198
metrics_mcts_nn_vs_stockfish_sk5_g6_orig.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,134,draw_3fold_claim,899.559,3.9808,13.4263,0.0594
metrics_mcts_nn_vs_stockfish_sk5_g7_orig.jsonl,mcts_nn_vs_stockfish_sk5,1-0,89,checkmate,432.3374,2.2392,9.6075,0.0509
metrics_mcts_nn_vs_stockfish_sk5_g8_orig.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,163,draw_3fold_claim,994.7345,4.6911,12.1309,0.0579
metrics_mcts_nn_vs_stockfish_sk5_g9_orig.jsonl,mcts_nn_vs_stockfish_sk5,1/2-1/2,89,draw_3fold_claim,539.7728,2.2476,11.995,0.0511
metrics_mcts_nn_vs_stockfish_sk8_g10_orig.jsonl,mcts_nn_vs_stockfish_sk8,1/2-1/2,133,draw_3fold_claim,646.6057,2.5143,9.6508,0.0381
metrics_mcts_nn_vs_stockfish_sk8_g11_swap.jsonl,mcts_nn_vs_stockfish_sk8,1-0,45,checkmate,1.3073,444.4995,0.0568,20.2045
metrics_mcts_nn_vs_stockfish_sk8_g12_swap.jsonl,mcts_nn_vs_stockfish_sk8,1-0,75,checkmate,1.5455,342.6777,0.0407,9.2616
metrics_mcts_nn_vs_stockfish_sk8_g13_swap.jsonl,mcts_nn_vs_stockfish_sk8,1-0,85,checkmate,1.9073,419.9711,0.0444,9.9993
metrics_mcts_nn_vs_stockfish_sk8_g14_swap.jsonl,mcts_nn_vs_stockfish_sk8,1-0,73,checkmate,1.2724,274.1153,0.0344,7.6143
metrics_mcts_nn_vs_stockfish_sk8_g15_swap.jsonl,mcts_nn_vs_stockfish_sk8,1-0,53,checkmate,0.6821,168.4314,0.0253,6.4781
metrics_mcts_nn_vs_stockfish_sk8_g16_swap.jsonl,mcts_nn_vs_stockfish_sk8,1-0,55,checkmate,1.0499,271.9008,0.0375,10.0704
metrics_mcts_nn_vs_stockfish_sk8_g17_swap.jsonl,mcts_nn_vs_stockfish_sk8,1/2-1/2,160,draw_3fold_claim,1.9275,511.1843,0.0241,6.3898
metrics_mcts_nn_vs_stockfish_sk8_g18_swap.jsonl,mcts_nn_vs_stockfish_sk8,1-0,103,checkmate,2.1285,383.254,0.0409,7.5148
metrics_mcts_nn_vs_stockfish_sk8_g19_swap.jsonl,mcts_nn_vs_stockfish_sk8,1-0,65,checkmate,1.2521,290.7322,0.0379,9.0854
metrics_mcts_nn_vs_stockfish_sk8_g1_orig.jsonl,mcts_nn_vs_stockfish_sk8,1/2-1/2,118,draw_3fold_claim,437.9579,2.2934,7.423,0.0389
metrics_mcts_nn_vs_stockfish_sk8_g20_swap.jsonl,mcts_nn_vs_stockfish_sk8,1/2-1/2,59,draw_3fold_claim,1.7252,584.6231,0.0575,20.1594
metrics_mcts_nn_vs_stockfish_sk8_g2_orig.jsonl,mcts_nn_vs_stockfish_sk8,0-1,50,checkmate,197.8186,0.9206,7.9127,0.0368
metrics_mcts_nn_vs_stockfish_sk8_g3_orig.jsonl,mcts_nn_vs_stockfish_sk8,0-1,94,checkmate,493.5537,2.0569,10.5011,0.0438
metrics_mcts_nn_vs_stockfish_sk8_g4_orig.jsonl,mcts_nn_vs_stockfish_sk8,0-1,80,checkmate,325.7526,1.4439,8.1438,0.0361
metrics_mcts_nn_vs_stockfish_sk8_g5_orig.jsonl,mcts_nn_vs_stockfish_sk8,0-1,58,checkmate,385.6117,1.6718,13.297,0.0576
metrics_mcts_nn_vs_stockfish_sk8_g6_orig.jsonl,mcts_nn_vs_stockfish_sk8,0-1,122,checkmate,450.4023,1.9633,7.3836,0.0322
metrics_mcts_nn_vs_stockfish_sk8_g7_orig.jsonl,mcts_nn_vs_stockfish_sk8,0-1,140,checkmate,791.4694,3.3715,11.3067,0.0482
metrics_mcts_nn_vs_stockfish_sk8_g8_orig.jsonl,mcts_nn_vs_stockfish_sk8,1/2-1/2,149,draw_3fold_claim,529.1811,2.1562,7.0557,0.0291
