Result: Black wins by checkmate

1: d2d4
2: c5b6
3: c1g5
4: e5d4
5: c3d4
6: d7d6
7: b1c3
8: c8g4
9: d4d5
10: c6e7
11: h2h3
12: g4d7
13: g5f6
14: g7f6
15: c3a4
16: e7g6
17: a4b6
18: a7b6
19: a2a4
20: f6f5
21: e4f5
22: g6e5
23: f3e5
24: d8e7
25: f2f4
26: e7h4
27: e1f1
28: b6b5
29: c4b5
30: d6e5
31: b5d7
32: e8d8
33: f4e5
34: h4c4
35: d1e2
36: c4f4
37: e2f2
38: f4g5
39: d7e8
40: b7b5
41: e8b5
42: h7h6
43: b5e8
44: h8e8
45: e5e6
46: a8a4
47: a1a4
48: c7c5
49: d5c6
50: g5c1
51: f2e1
52: c1g5
53: e6f7
54: g5f5
55: f1g1
56: e8e1
57: g1h2
58: f5e5
59: a4f4
60: e5f4
61: g2g3
62: e1e2
63: h2g1
64: f4f2
