Result: Black wins by checkmate

1: e4g3
2: f5g6
3: a2a3
4: e7e6
5: f2f4
6: b8d7
7: a3a4
8: c6c5
9: f1d3
10: c5d4
11: f4f5
12: e6f5
13: g3f5
14: g6f5
15: d3f5
16: d8a5
17: c2c3
18: e8c8
19: d1d3
20: g8e7
21: f5h3
22: c8b8
23: g1e2
24: d7e5
25: d3g3
26: b8a8
27: b2b4
28: a5b6
29: e2d4
30: e7g6
31: a4a5
32: b6d6
33: c1e3
34: d6a6
35: e1c1
36: a6c4
37: c1b2
38: f8d6
39: h3f5
40: c4d5
41: e3g5
42: e5c4
43: b2c1
44: d6g3
45: g5d8
46: g3f4
47: c1c2
48: d5g2
49: c2b1
50: g2b2
