"Matchup","Game","White","Black","Swapped","OpeningIdx","Result","Termination","TimeSec","ExitCode"
"mcts_nn_vs_stockfish_sk8","16","STOCKFISH","MCTS_NN","True","15","1-0","checkmate","273,71","0"
"mcts_nn_vs_stockfish_sk8","17","STOCKFISH","MCTS_NN","True","16","1/2-1/2","draw_3fold_claim","513,88","0"
"mcts_nn_vs_stockfish_sk8","18","STOCKFISH","MCTS_NN","True","17","1-0","checkmate","386,15","0"
"mcts_nn_vs_stockfish_sk8","19","STOCKFISH","MCTS_NN","True","18","1-0","checkmate","292,75","0"
"mcts_nn_vs_stockfish_sk8","20","STOCKFISH","MCTS_NN","True","19","1/2-1/2","draw_3fold_claim","587,13","0"
"mcts_nn_vs_stockfish_sk10","1","MCTS_NN","STOCKFISH","False","0","0-1","checkmate","472,01","0"
"mcts_nn_vs_stockfish_sk10","2","MCTS_NN","STOCKFISH","False","1","1/2-1/2","draw_3fold_claim","1022,23","0"
"mcts_nn_vs_stockfish_sk10","3","MCTS_NN","STOCKFISH","False","2","0-1","checkmate","332,9","0"
"mcts_nn_vs_stockfish_sk10","4","MCTS_NN","STOCKFISH","False","3","0-1","checkmate","205,99","0"
"mcts_nn_vs_stockfish_sk10","5","MCTS_NN","STOCKFISH","False","4","0-1","checkmate","179,9","0"
"mcts_nn_vs_stockfish_sk10","6","MCTS_NN","STOCKFISH","False","5","1/2-1/2","draw_3fold_claim","598,72","0"
"mcts_nn_vs_stockfish_sk10","7","MCTS_NN","STOCKFISH","False","6","0-1","checkmate","456,22","0"
"mcts_nn_vs_stockfish_sk10","8","MCTS_NN","STOCKFISH","False","7","1/2-1/2","draw_3fold_claim","319,84","0"
"mcts_nn_vs_stockfish_sk10","9","MCTS_NN","STOCKFISH","False","8","0-1","checkmate","304,03","0"
"mcts_nn_vs_stockfish_sk10","10","MCTS_NN","STOCKFISH","False","9","0-1","checkmate","292,15","0"
"mcts_nn_vs_stockfish_sk10","11","STOCKFISH","MCTS_NN","True","10","1/2-1/2","draw_3fold_claim","820,15","0"
"mcts_nn_vs_stockfish_sk10","12","STOCKFISH","MCTS_NN","True","11","1-0","checkmate","733,26","0"
"mcts_nn_vs_stockfish_sk10","13","STOCKFISH","MCTS_NN","True","12","1-0","checkmate","425,45","0"
"mcts_nn_vs_stockfish_sk10","14","STOCKFISH","MCTS_NN","True","13","1/2-1/2","draw_3fold_claim","740,79","0"
"mcts_nn_vs_stockfish_sk10","15","STOCKFISH","MCTS_NN","True","14","1-0","checkmate","290,68","0"
"mcts_nn_vs_stockfish_sk10","16","STOCKFISH","MCTS_NN","True","15","1/2-1/2","draw_3fold_claim","556,69","0"
"mcts_nn_vs_stockfish_sk10","17","STOCKFISH","MCTS_NN","True","16","1-0","checkmate","190,58","0"
"mcts_nn_vs_stockfish_sk10","18","STOCKFISH","MCTS_NN","True","17","1-0","checkmate","196,51","0"
"mcts_nn_vs_stockfish_sk10","19","STOCKFISH","MCTS_NN","True","18","1-0","checkmate","204,41","0"
"mcts_nn_vs_stockfish_sk10","20","STOCKFISH","MCTS_NN","True","19","1-0","checkmate","140,85","0"
"mcts_nn_vs_stockfish_sk13","1","MCTS_NN","STOCKFISH","False","0","1/2-1/2","draw_insufficient","586,19","0"
"mcts_nn_vs_stockfish_sk13","2","MCTS_NN","STOCKFISH","False","1","0-1","checkmate","258,24","0"
"mcts_nn_vs_stockfish_sk13","3","MCTS_NN","STOCKFISH","False","2","0-1","checkmate","434,16","0"
"mcts_nn_vs_stockfish_sk13","4","MCTS_NN","STOCKFISH","False","3","1/2-1/2","draw_3fold_claim","532,89","0"
"mcts_nn_vs_stockfish_sk13","5","MCTS_NN","STOCKFISH","False","4","0-1","checkmate","294,41","0"
"mcts_nn_vs_stockfish_sk13","6","MCTS_NN","STOCKFISH","False","5","0-1","checkmate","472,34","0"
"mcts_nn_vs_stockfish_sk13","7","MCTS_NN","STOCKFISH","False","6","0-1","checkmate","274,05","0"
"mcts_nn_vs_stockfish_sk13","8","MCTS_NN","STOCKFISH","False","7","0-1","checkmate","556,89","0"
"mcts_nn_vs_stockfish_sk13","9","MCTS_NN","STOCKFISH","False","8","0-1","checkmate","406,84","0"
"mcts_nn_vs_stockfish_sk13","10","MCTS_NN","STOCKFISH","False","9","0-1","checkmate","248,05","0"
"mcts_nn_vs_stockfish_sk13","11","STOCKFISH","MCTS_NN","True","10","1/2-1/2","draw_3fold_claim","175,72","0"
"mcts_nn_vs_stockfish_sk13","12","STOCKFISH","MCTS_NN","True","11","1-0","checkmate","284","0"
"mcts_nn_vs_stockfish_sk13","13","STOCKFISH","MCTS_NN","True","12","1-0","checkmate","356,5","0"
"mcts_nn_vs_stockfish_sk13","14","STOCKFISH","MCTS_NN","True","13","1-0","checkmate","187,38","0"
"mcts_nn_vs_stockfish_sk13","15","STOCKFISH","MCTS_NN","True","14","1-0","checkmate","274,99","0"
"mcts_nn_vs_stockfish_sk13","16","STOCKFISH","MCTS_NN","True","15","1-0","checkmate","223,31","0"
"mcts_nn_vs_stockfish_sk13","17","STOCKFISH","MCTS_NN","True","16","1-0","checkmate","397,28","0"
"mcts_nn_vs_stockfish_sk13","18","STOCKFISH","MCTS_NN","True","17","1-0","checkmate","414,25","0"
"mcts_nn_vs_stockfish_sk13","19","STOCKFISH","MCTS_NN","True","18","1/2-1/2","draw_3fold_claim","1220,83","0"
"mcts_nn_vs_stockfish_sk13","20","STOCKFISH","MCTS_NN","True","19","1/2-1/2","draw_3fold_claim","865,68","0"
"mcts_nn_vs_stockfish_sk15","1","MCTS_NN","STOCKFISH","False","0","0-1","checkmate","782,76","0"
"mcts_nn_vs_stockfish_sk15","2","MCTS_NN","STOCKFISH","False","1","0-1","checkmate","305,5","0"
"mcts_nn_vs_stockfish_sk15","3","MCTS_NN","STOCKFISH","False","2","0-1","checkmate","550,88","0"
"mcts_nn_vs_stockfish_sk15","4","MCTS_NN","STOCKFISH","False","3","0-1","checkmate","646,53","0"
"mcts_nn_vs_stockfish_sk15","5","MCTS_NN","STOCKFISH","False","4","0-1","checkmate","271,56","0"
"mcts_nn_vs_stockfish_sk15","6","MCTS_NN","STOCKFISH","False","5","0-1","checkmate","341,88","0"
"mcts_nn_vs_stockfish_sk15","7","MCTS_NN","STOCKFISH","False","6","1/2-1/2","draw_3fold_claim","516,46","0"
"mcts_nn_vs_stockfish_sk15","8","MCTS_NN","STOCKFISH","False","7","1/2-1/2","draw_3fold_claim","430,58","0"
"mcts_nn_vs_stockfish_sk15","9","MCTS_NN","STOCKFISH","False","8","1/2-1/2","draw_3fold_claim","552,47","0"
"mcts_nn_vs_stockfish_sk15","10","MCTS_NN","STOCKFISH","False","9","1/2-1/2","draw_insufficient","661,56","0"
"mcts_nn_vs_stockfish_sk15","11","STOCKFISH","MCTS_NN","True","10","1-0","checkmate","266,9","0"
"mcts_nn_vs_stockfish_sk15","12","STOCKFISH","MCTS_NN","True","11","1-0","checkmate","53,11","0"
"mcts_nn_vs_stockfish_sk15","13","STOCKFISH","MCTS_NN","True","12","1-0","checkmate","282,29","0"
"mcts_nn_vs_stockfish_sk15","14","STOCKFISH","MCTS_NN","True","13","1-0","checkmate","278,84","0"
"mcts_nn_vs_stockfish_sk15","15","STOCKFISH","MCTS_NN","True","14","1-0","checkmate","381,43","0"
"mcts_nn_vs_stockfish_sk15","16","STOCKFISH","MCTS_NN","True","15","1/2-1/2","draw_3fold_claim","3627,7","0"
"mcts_nn_vs_stockfish_sk15","17","STOCKFISH","MCTS_NN","True","16","1-0","checkmate","306,41","0"
"mcts_nn_vs_stockfish_sk15","18","STOCKFISH","MCTS_NN","True","17","1-0","checkmate","250,85","0"
"mcts_nn_vs_stockfish_sk15","19","STOCKFISH","MCTS_NN","True","18","1-0","checkmate","153,09","0"
"mcts_nn_vs_stockfish_sk15","20","STOCKFISH","MCTS_NN","True","19","1-0","checkmate","177","0"
"mcts_nn_vs_stockfish_sk20","1","MCTS_NN","STOCKFISH","False","0","0-1","checkmate","402,87","0"
"mcts_nn_vs_stockfish_sk20","2","MCTS_NN","STOCKFISH","False","1","0-1","checkmate","276,05","0"
"mcts_nn_vs_stockfish_sk20","3","MCTS_NN","STOCKFISH","False","2","0-1","checkmate","170,09","0"
"mcts_nn_vs_stockfish_sk20","4","MCTS_NN","STOCKFISH","False","3","0-1","checkmate","285,22","0"
"mcts_nn_vs_stockfish_sk20","5","MCTS_NN","STOCKFISH","False","4","1/2-1/2","draw_3fold_claim","2867,21","0"
"mcts_nn_vs_stockfish_sk20","6","MCTS_NN","STOCKFISH","False","5","1/2-1/2","draw_3fold_claim","524,79","0"
"mcts_nn_vs_stockfish_sk20","7","MCTS_NN","STOCKFISH","False","6","1/2-1/2","draw_3fold_claim","542,83","0"
"mcts_nn_vs_stockfish_sk20","8","MCTS_NN","STOCKFISH","False","7","1/2-1/2","draw_3fold_claim","836,37","0"
"mcts_nn_vs_stockfish_sk20","9","MCTS_NN","STOCKFISH","False","8","0-1","checkmate","417,92","0"
"mcts_nn_vs_stockfish_sk20","10","MCTS_NN","STOCKFISH","False","9","0-1","checkmate","387,89","0"
"mcts_nn_vs_stockfish_sk20","11","STOCKFISH","MCTS_NN","True","10","1/2-1/2","draw_3fold_claim","568,52","0"
"mcts_nn_vs_stockfish_sk20","12","STOCKFISH","MCTS_NN","True","11","1-0","checkmate","110,14","0"
"mcts_nn_vs_stockfish_sk20","13","STOCKFISH","MCTS_NN","True","12","1/2-1/2","draw_3fold_claim","289,71","0"
"mcts_nn_vs_stockfish_sk20","14","STOCKFISH","MCTS_NN","True","13","1-0","checkmate","234,95","0"
"mcts_nn_vs_stockfish_sk20","15","STOCKFISH","MCTS_NN","True","14","1-0","checkmate","262,4","0"
"mcts_nn_vs_stockfish_sk20","16","STOCKFISH","MCTS_NN","True","15","1-0","checkmate","225,99","0"
"mcts_nn_vs_stockfish_sk20","17","STOCKFISH","MCTS_NN","True","16","1/2-1/2","draw_3fold_claim","208,21","0"
"mcts_nn_vs_stockfish_sk20","18","STOCKFISH","MCTS_NN","True","17","1-0","checkmate","213,78","0"
"mcts_nn_vs_stockfish_sk20","19","STOCKFISH","MCTS_NN","True","18","1-0","checkmate","220,93","0"
"mcts_nn_vs_stockfish_sk20","20","STOCKFISH","MCTS_NN","True","19","1-0","checkmate","129,92","0"
