"Matchup","Game","White","Black","Swapped","OpeningIdx","Result","Termination","TimeSec","ExitCode"
"minimax_trad_d4_vs_stockfish_sk1","1","MINIMAX_TRAD","STOCKFISH","False","0","1-0","checkmate","7,2","0"
"minimax_trad_d4_vs_stockfish_sk1","2","MINIMAX_TRAD","STOCKFISH","False","1","1-0","checkmate","68,84","0"
"minimax_trad_d4_vs_stockfish_sk1","3","MINIMAX_TRAD","STOCKFISH","False","2","1-0","checkmate","87,48","0"
"minimax_trad_d4_vs_stockfish_sk1","4","MINIMAX_TRAD","STOCKFISH","False","3","1-0","checkmate","64,17","0"
"minimax_trad_d4_vs_stockfish_sk1","5","MINIMAX_TRAD","STOCKFISH","False","4","1/2-1/2","draw_3fold_claim","25,07","0"
"minimax_trad_d4_vs_stockfish_sk1","6","MINIMAX_TRAD","STOCKFISH","False","5","1-0","checkmate","33,9","0"
"minimax_trad_d4_vs_stockfish_sk1","7","MINIMAX_TRAD","STOCKFISH","False","6","1-0","checkmate","15,56","0"
"minimax_trad_d4_vs_stockfish_sk1","8","MINIMAX_TRAD","STOCKFISH","False","7","1-0","checkmate","13,87","0"
"minimax_trad_d4_vs_stockfish_sk1","9","MINIMAX_TRAD","STOCKFISH","False","8","1-0","checkmate","27,99","0"
"minimax_trad_d4_vs_stockfish_sk1","10","MINIMAX_TRAD","STOCKFISH","False","9","1-0","checkmate","47,6","0"
"minimax_trad_d4_vs_stockfish_sk1","11","STOCKFISH","MINIMAX_TRAD","True","10","0-1","checkmate","52,6","0"
"minimax_trad_d4_vs_stockfish_sk1","12","STOCKFISH","MINIMAX_TRAD","True","11","0-1","checkmate","23,05","0"
"minimax_trad_d4_vs_stockfish_sk1","13","STOCKFISH","MINIMAX_TRAD","True","12","0-1","checkmate","42,18","0"
"minimax_trad_d4_vs_stockfish_sk1","14","STOCKFISH","MINIMAX_TRAD","True","13","0-1","checkmate","78,23","0"
"minimax_trad_d4_vs_stockfish_sk1","15","STOCKFISH","MINIMAX_TRAD","True","14","0-1","checkmate","30,37","0"
"minimax_trad_d4_vs_stockfish_sk1","16","STOCKFISH","MINIMAX_TRAD","True","15","0-1","checkmate","34,03","0"
"minimax_trad_d4_vs_stockfish_sk1","17","STOCKFISH","MINIMAX_TRAD","True","16","0-1","checkmate","37,13","0"
"minimax_trad_d4_vs_stockfish_sk1","18","STOCKFISH","MINIMAX_TRAD","True","17","0-1","checkmate","55,11","0"
"minimax_trad_d4_vs_stockfish_sk1","19","STOCKFISH","MINIMAX_TRAD","True","18","0-1","checkmate","45,48","0"
"minimax_trad_d4_vs_stockfish_sk1","20","STOCKFISH","MINIMAX_TRAD","True","19","0-1","checkmate","26","0"
"minimax_trad_d4_vs_stockfish_sk3","1","MINIMAX_TRAD","STOCKFISH","False","0","1-0","checkmate","24,17","0"
"minimax_trad_d4_vs_stockfish_sk3","2","MINIMAX_TRAD","STOCKFISH","False","1","1-0","checkmate","55,71","0"
"minimax_trad_d4_vs_stockfish_sk3","3","MINIMAX_TRAD","STOCKFISH","False","2","1/2-1/2","draw_3fold_claim","55,7","0"
"minimax_trad_d4_vs_stockfish_sk3","4","MINIMAX_TRAD","STOCKFISH","False","3","1-0","checkmate","61,92","0"
"minimax_trad_d4_vs_stockfish_sk3","5","MINIMAX_TRAD","STOCKFISH","False","4","1-0","checkmate","31,48","0"
