label,side,eval_mean,eval_std,eval_median,time_s_mean,time_s_std,time_s_median,phase_mean,phase_std,phase_median,iterations_mean,iterations_std,iterations_median,nodes_created_mean,nodes_created_std,nodes_created_median,max_depth_mean,max_depth_std,max_depth_median,eval_calls_mean,eval_calls_std,eval_calls_median,eval_cache_hits_mean,eval_cache_hits_std,eval_cache_hits_median,skipped_terminals_mean,skipped_terminals_std,skipped_terminals_median,reused_visits_mean,reused_visits_std,reused_visits_median,root_children_count_mean,root_children_count_std,root_children_count_median,best_child_visits_mean,best_child_visits_std,best_child_visits_median,root_visit_entropy_mean,root_visit_entropy_std,root_visit_entropy_median,convergence_point_mean,convergence_point_std,convergence_point_median,avg_backprop_depth_mean,avg_backprop_depth_std,avg_backprop_depth_median,c_puct_mean,c_puct_std,c_puct_median,throughput_iter_per_s_mean,throughput_iter_per_s_std,throughput_iter_per_s_median,throughput_eval_per_s_mean,throughput_eval_per_s_std,throughput_eval_per_s_median,eval_cache_hit_rate_mean,eval_cache_hit_rate_std,eval_cache_hit_rate_median,nodes_searched_mean,nodes_searched_std,nodes_searched_median,depth_completed_mean,depth_completed_std,depth_completed_median,tt_lookups_mean,tt_lookups_std,tt_lookups_median,tt_hits_mean,tt_hits_std,tt_hits_median,tt_cutoffs_mean,tt_cutoffs_std,tt_cutoffs_median,nmp_attempts_mean,nmp_attempts_std,nmp_attempts_median,nmp_cutoffs_mean,nmp_cutoffs_std,nmp_cutoffs_median,rfp_cutoffs_mean,rfp_cutoffs_std,rfp_cutoffs_median,futility_prunes_mean,futility_prunes_std,futility_prunes_median,lmp_prunes_mean,lmp_prunes_std,lmp_prunes_median,see_prunes_mean,see_prunes_std,see_prunes_median,check_extensions_mean,check_extensions_std,check_extensions_median,aspiration_researches_mean,aspiration_researches_std,aspiration_researches_median,qs_nodes_mean,qs_nodes_std,qs_nodes_median,qs_max_depth_mean,qs_max_depth_std,qs_max_depth_median,see_calls_mean,see_calls_std,see_calls_median,tt_size_mean,tt_size_std,tt_size_median,tt_hit_rate_mean,tt_hit_rate_std,tt_hit_rate_median,tt_cutoff_rate_mean,tt_cutoff_rate_std,tt_cutoff_rate_median,nmp_success_rate_mean,nmp_success_rate_std,nmp_success_rate_median,ebf_mean_mean,ebf_mean_std,ebf_mean_median
mcts_nn_vs_stockfish_sk1,BLACK,0.8611286181279038,0.1261078039641694,0.8864932841826884,4.102393207941484,5.915613480928101,0.0932,0.4368950198737433,0.3420053410847702,0.5106382978723404,138.75824175824175,53.17768831330211,128.0,138.75824175824175,53.17768831330211,128.0,4.705494505494506,1.7349327855407524,4.0,138.60879120879122,52.70962690400486,128.0,10.142857142857142,28.872258314665963,1.0,0.0,0.0,0.0,10.325274725274726,19.018183933636003,1.0,17.58021978021978,13.128375125344588,16.0,69.70769230769231,35.51974455811019,66.0,1.6230843956043957,0.7709057871085002,1.6094,0.23996835164835165,0.31483790404646234,0.0469,3.852945054945055,0.9238933773684694,3.59,2.0,0.0,2.0,36.14747252747252,63.43477719086114,16.5,36.04857142857143,63.02126514351716,16.4,0.05124461538461538,0.11117701411550003,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcts_nn_vs_stockfish_sk1,WHITE,0.8495717004617744,0.14187409966131687,0.8682277222491342,4.887525983436853,6.356585368008936,1.5862,0.3791748526522593,0.3569363817211622,0.2553191489361702,1990.893909626719,29743.20749818454,128.0,128.64047151277015,31.055297590566667,128.0,4.577603143418467,1.5242041138828815,4.0,128.43811394891944,31.07348733781657,128.0,7.660117878192534,25.425520395611418,1.0,1862.253438113949,29750.491607607157,0.0,7.950884086444008,14.170209136521525,2.0,18.341846758349707,14.55836195737633,15.0,61.280943025540275,34.00477112041003,59.0,1.6808880157170925,0.7220436123010546,1.7455,0.3163058939096267,0.33398435286300393,0.1875,3.72335952848723,0.8809776191065849,3.54,2.0,0.0,2.0,1884.9328094302552,29732.793948367307,14.9,23.765422396856582,31.66670521791984,14.9,0.04624125736738703,0.10959022362134563,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcts_nn_vs_stockfish_sk10,BLACK,0.4671987351908806,0.2849285686054765,0.48065648172427905,4.5573492569002125,6.304218549163393,0.09770000000000001,0.4084633569739953,0.3485811067440369,0.3617021276595745,2108.331111111111,29773.431585449092,128.0,126.05111111111111,19.571115508245057,128.0,4.595555555555555,1.4145214991356445,4.0,125.72666666666667,19.801204660660495,128.0,6.026666666666666,13.009477443031951,1.0,1982.28,29778.44191295602,0.0,9.504444444444445,16.018119689171993,1.0,22.85333333333333,12.721474049985497,25.0,51.544444444444444,30.906123073827796,49.0,1.995051111111111,0.713752655847441,2.09625,0.3987297777777778,0.3458560280847134,0.3594,3.795688888888889,0.7062861815545364,3.58,2.0,0.0,2.0,2017.5857777777778,29768.473974353434,15.05,32.57888888888889,135.6886376626461,15.05,0.048850444444444446,0.10461737501822545,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcts_nn_vs_stockfish_sk10,WHITE,0.5471344843230104,0.3150342016935801,0.6307281380308079,4.385494012605043,5.948689359638143,1.0004,0.4302696183995176,0.37418086311745163,0.425531914893617,6045.663967611336,49199.02531683126,128.0,125.46761133603239,31.96730650453557,128.0,4.336032388663968,1.5287764556276708,4.0,125.082995951417,32.196770691065396,128.0,7.4271255060728745,16.10014781521719,1.0,5920.1963562753035,49208.641777126926,0.0,8.414979757085021,14.203100049418367,2.0,23.718623481781375,15.811894299760237,27.0,51.15384615384615,33.010979416754104,49.0,1.9784953441295547,0.8050605301210625,2.1631,0.3647593117408907,0.3379789553567328,0.3516,3.6931376518218624,0.8775769201559588,3.46,2.0,0.0,2.0,5953.397165991903,49193.94638045989,15.4,31.776923076923076,61.62421478375325,15.3,0.05747186234817814,0.11030617337280542,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcts_nn_vs_stockfish_sk13,BLACK,0.4808580667637585,0.3145874925998328,0.5180043151381853,5.119368881118881,7.056950070840286,1.0002499999999999,0.45317701548704586,0.37951161348782064,0.5531914893617021,6166.541950113378,42068.45736587282,128.0,128.89115646258503,46.571323002031576,128.0,4.600907029478458,1.4722892171934525,4.0,128.50113378684807,46.7312978982722,128.0,10.535147392290249,34.78001337025396,1.0,6037.650793650793,42080.91784219322,0.0,8.417233560090702,15.826418435996024,1.0,22.170068027210885,14.331009361295655,25.0,52.775510204081634,32.63791630458369,47.0,1.8836503401360545,0.7868685689353038,2.0794,0.4064387755102041,0.3546643826048751,0.3984,3.823877551020408,0.8230065024979988,3.59,2.0,0.0,2.0,6077.402947845805,42068.138225010145,13.5,39.48095238095238,185.38699449333743,13.4,0.0651265306122449,0.13261567437517124,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcts_nn_vs_stockfish_sk13,WHITE,0.5227768853375355,0.2841438515450779,0.6094152814738558,4.672608640552995,6.328443208994127,0.1126,0.38018585284111106,0.35780635865044697,0.3404255319148936,4613.997613365155,76402.85953040916,128.0,128.4821002386635,26.77849132218468,128.0,4.725536992840095,1.5769244748768343,4.0,128.24821002386633,26.787404477745667,128.0,6.957040572792363,17.678361515196656,0.0,4485.515513126492,76410.34852939962,0.0,11.498806682577566,18.84009451282058,3.0,22.644391408114558,14.92228787439251,23.0,61.178997613365155,36.59410021143688,55.0,1.833762291169451,0.7440926352723218,1.9696,0.3539073985680191,0.3303394093591501,0.3047,3.840143198090692,0.9096087168243072,3.55,2.0,0.0,2.0,4510.767541766109,76393.21234929853,14.1,25.34272076372315,32.348001028968795,14.0,0.046824582338902146,0.09913446907537377,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcts_nn_vs_stockfish_sk15,BLACK,0.33468363050857813,0.2661082947500897,0.30979684269512875,3.30656,6.365418334936708,0.07535,0.5703183944469594,0.30121830332978256,0.6808510638297872,1362.6560283687943,13282.542764490363,128.0,127.95744680851064,30.105714651341177,128.0,4.783687943262412,1.720511556529932,4.0,127.47517730496453,30.172713170598577,128.0,5.801418439716312,22.578678525536354,1.0,1234.6985815602836,13279.938570606142,0.0,9.22695035460993,15.903565613015568,1.0,23.49645390070922,13.190163548140445,27.0,54.56382978723404,46.436017706524716,46.0,2.008209219858156,0.8762103990899734,2.2686,0.3916656028368794,0.3598957165898784,0.3438,3.935709219858156,0.8774986858199616,3.66,2.0,0.0,2.0,1267.6429078014185,13287.009480572959,16.8,32.22659574468085,47.77674245206194,16.8,0.03533865248226951,0.091060015966319,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcts_nn_vs_stockfish_sk15,WHITE,0.5378701941455722,0.28583478003534113,0.6396333038178645,6.211322194821209,6.919006572350022,4.7461,0.3342880523731588,0.34808083187454375,0.23404255319148937,5243.378846153846,82039.9272148087,128.0,128.77884615384616,43.03777001648321,128.0,4.563461538461539,1.4384653626952335,4.0,128.3673076923077,43.305938670626496,128.0,9.003846153846155,26.242238684068532,1.0,5114.6,82047.61059593686,0.0,9.721153846153847,15.372482942151176,3.0,21.463461538461537,14.191458920741587,21.0,57.81346153846154,41.505040800928825,52.0,1.8899171153846153,0.7367304963903076,2.0096,0.37071884615384615,0.327626293686356,0.3359,3.743403846153846,0.7445626604147095,3.59,2.0,0.0,2.0,5140.525384615385,82021.33313335996,14.55,28.658653846153847,50.42377220695979,13.8,0.05628769230769231,0.11069377956661053,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcts_nn_vs_stockfish_sk20,BLACK,0.41487346669607145,0.26008120938237544,0.4082834195695142,3.3183919028340076,5.449537643267898,0.0177,0.6149246777449915,0.2967466493929538,0.7021276595744681,932.0547445255474,13277.048004818947,128.0,129.74452554744525,18.689688523356338,128.0,4.375912408759124,1.318064156444897,4.0,129.52919708029196,18.523350912383215,128.0,5.036496350364963,14.101104707782303,0.0,802.3102189781022,13280.597214305271,0.0,10.193430656934307,18.106598090601892,1.0,26.861313868613138,12.097093455136147,30.0,52.87591240875913,38.94279551373442,48.0,2.155694890510949,0.7799496021401375,2.2699499999999997,0.40197335766423353,0.34865895117240414,0.375,3.717992700729927,0.6486367670924776,3.525,2.0,0.0,2.0,826.0200729927009,13276.822533379584,15.5,23.99598540145985,23.826865249828515,15.5,0.03484744525547445,0.09078263181286728,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcts_nn_vs_stockfish_sk20,WHITE,0.3906970091144001,0.24942505854359848,0.3791488249233992,5.79579295212766,7.122341697740829,3.2680499999999997,0.3835219556360344,0.36651714707266025,0.2978723404255319,25029.44255319149,107294.63422690227,128.0,119.38723404255319,32.33630328990675,128.0,4.587234042553192,1.3334497673306946,4.0,119.08297872340425,32.70178505687006,128.0,6.221276595744681,15.651657625521013,1.0,24910.055319148934,107320.12678692643,0.0,8.963829787234042,15.35815383933332,1.0,22.84468085106383,15.667089737963941,25.0,49.68723404255319,32.39083761194057,47.0,1.9783499999999998,0.7461250958568395,2.1551,0.37290446808510636,0.3355613670980848,0.3516,3.791531914893617,0.7766555287126377,3.665,2.0,0.0,2.0,24920.563404255317,107270.68938880504,15.2,21.966808510638298,25.44810523703387,13.95,0.05087382978723404,0.10685734774837641,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
